Date,Year-Month,Title,Review
30/05/2024,01/05/2024,Very pleasant engineer,"Very pleasant engineer, prompt and polite"
30/05/2024,01/05/2024,Engineer was polite,"Engineer was polite, quick and helpful when I had questions."
30/05/2024,01/05/2024,Advised the engineer boiler was making…,Advised the engineer boiler was making a noise: he said this is cause the previous engineer hasn’t cleaner the filter - ordered a new one to be fitted 
30/05/2024,01/05/2024,No problems at all,Great service
30/05/2024,01/05/2024,No hassle stress free polite and…,No hassle stress free polite and professional service 
30/05/2024,01/05/2024,Brilliant engineer,Brilliant engineer.  Very polite happy to answering any concerns i had. 24/7 home rescue.  . Reccomend by me.
30/05/2024,01/05/2024,Very informative by text and email,"Very informative by text and email. The engineer was polite, professional on time. "
30/05/2024,01/05/2024,The engineer was polite and helpful…,The engineer was polite and helpful when asking if there was any problem that wasn't reported 
30/05/2024,01/05/2024,Good Work,"Good Work, no issues"
30/05/2024,01/05/2024,The engineer was very helpful and done…,The engineer was very helpful and done a good job 
30/05/2024,01/05/2024,I have a yearly boiler service which…,"I have a yearly boiler service which has kept my older boiler running well for years now.The engineer was reliable, friendly, efficient & on time. I am an happy customer."
31/05/2024,01/05/2024,The person who came to service our…,"The person who came to service our boiler was very good and informative and was on time,good service by the company "
31/05/2024,01/05/2024,Boiler service was good…,No issues engineer was polite and professional 24/7 are pretty annoying with so many calls they call you then you need to provide them with security answer every time 
31/05/2024,01/05/2024,Easy sign up.,"Led through the experience easily, chap was very helpful."
31/05/2024,01/05/2024,Very good service.,Very good service.
31/05/2024,01/05/2024,This is the 2nd year with 24/7 as…,This is the 2nd year with 24/7 as boiler cover customer.staff is very helpful over the phone or online.we having no issues with any of there service.I will definitely recommend this company.I hope if I get good deal again next year I will definitely stay with them for next year. Thanks 
31/05/2024,01/05/2024,Sean arrived on time very nice man and…,Sean arrived on time very nice man and very helpful 
31/05/2024,01/05/2024,24/7 Home repair put things Right ,"Rang Homerescue for an urgent boiler Sevice as advised in an Email, so I rang this number after 5 minutes someone answered with an accent I had difficulty in understanding, apparently he was in India, on trying to book a service, on a certain day in 3 weeks time, he went away for another 10 minutes, to say the only appointment they had was in 5 weeks time & couldn't even say what time that would be. It took me 20min on the phone to book this appointment.After reading my review Home repair got back to me & gave me a more acceptable date to for my boiler servicing. So all was resolved. "
31/05/2024,01/05/2024,The engineer was excellent,The engineer was excellent
31/05/2024,01/05/2024,Superb engineer ,"Superb man, extremely professional, polite, on time , very good"
31/05/2024,01/05/2024,Very polite and courteous,Very polite and courteous
31/05/2024,01/05/2024,Good service with problem solved.,Good service with problem solved.
31/05/2024,01/05/2024,First time using 24/7 Home Rescue for…,"First time using 24/7 Home Rescue for boiler service can’t fault them.  I arranged an appointment with them they messaged me on the day and said engineer would call 30 mins before he was due, which he did so I was able to leave work to meet him.  Shaun the engineer was very efficient and pleasant would highly recommend them."
31/05/2024,01/05/2024,Really friendly,"Really friendly, quick yet thorough inspection of the boiler. "
31/05/2024,01/05/2024,The 24/7 engineer  Gaurav Pal was…top class.,"The 24/7 engineer  Gaurav Pal was extremely helpful, respectful, courteous and professional. I would highly recommend this gentleman. He serviced my boiler & added an inhibitor in record time making sure I understood what he was doing & he left my property in pristine condition."
31/05/2024,01/05/2024,Easy to sign up,"Easy to sign up, not had my service yet so will update when I have. "
31/05/2024,01/05/2024,Gas engineer was prompt and diligent,Gas engineer was prompt and diligent. Called half hour before arriving and was quick in servicing the boiler. Very happy with the service. 
31/05/2024,01/05/2024,Good work ,Good work . Efficient . Polite 
01/06/2024,01/06/2024,The engineer was pleasant and polite,"The engineer was pleasant and polite, he just got on with it without any issues "
01/06/2024,01/06/2024,Very professional service.,Very professional service. 
01/06/2024,01/06/2024,Love this company they are excellent in…,Love this company they are excellent in everything they do quick response after me logging claim online! 
01/06/2024,01/06/2024,Engineer was v pleasant,"Engineer was v pleasant. Arrived in time, completed the job quickly. Stated until u was fully familiar with the new thermostat. "
01/06/2024,01/06/2024,Excellent service,They kept me well informed and the engineer contacted me just before he arrived and arrived on time.  He was lovely and did a really good job.  He was very polite and it was a pleasure to have him do the work which he did exceedingly well. 
01/06/2024,01/06/2024,The engineer in Islington,The engineer - Raheen was very friendly and polite and clearly knew what he was doing - he explained the issue and resolved it very efficiently- we were very pleased with his serviceRahmen also called us 40 minutes before he arrived which was much appreciated Cathy
01/06/2024,01/06/2024,The ingenear is been very professional…,The ingenear is been very professional and polite.
01/06/2024,01/06/2024,Pleasant thorough engineer,Pleasant thorough engineer
01/06/2024,01/06/2024,Nearly 3 weeks and issue remains ,It's now 1st June 2024 I been without hot water nearly 3 weeks and I've just received a phone call asking me to wait till the 6th June 2024 for the parts to arrive. I'm frustrated because I've been stressing an F28/29 code that keeps appearing on the boiler but for some reason the engineer cannot sort the problem out. When taking the policy out the agent reassure you that the engineer carry the parts with them in their van but this is not true they don't have parts they always have to order and by the time they get to you it takes 4 days+. Vulnerable people like myself have no other choice but to suffer like this. I have been neglected don't know how long I will have to cope with this.
01/06/2024,01/06/2024,IMPRESSED ,"I was so impressed with Liam. He has visited me twice in the past week. He is polite, friendly, and made a good job of my boiler service and a subsequent visit to fit a new part under warranty.   I like having him in the house and hope he will be around for the next year. We'll done Liam . "
02/06/2024,01/06/2024,He contacted us prior to the visit and…,He contacted us prior to the visit and provide an ETA. He was prompt and also manage to unblock our Kitchen Sink 
02/06/2024,01/06/2024,Good and very nice all good thank you…,Good and very nice all good thank you so much for coming.
03/06/2024,01/06/2024,Happy with service,Happy with service
03/06/2024,01/06/2024,Very polite,Very polite 
03/06/2024,01/06/2024,Thanks for your service,Had a good experience and the issue was resolved to our satisfaction
03/06/2024,01/06/2024,Engineer was very professional and…,Engineer was very professional and polite 
03/06/2024,01/06/2024,Good service done by Andrew,Good service done by Andrew 
03/06/2024,01/06/2024,Everything went ok,Everything went ok
03/06/2024,01/06/2024,The call agents were excellent and your…,The call agents were excellent and your plumber was the best.
03/06/2024,01/06/2024,Carl was very good quick and tidy,Carl was very good quick and tidy
03/06/2024,01/06/2024,Really easy to set up,Really easy to set up! Much cheaper than British Gas.
03/06/2024,01/06/2024,Very competent,Very competent 
03/06/2024,01/06/2024,Very quick and easy to do,Very quick and easy to do 
03/06/2024,01/06/2024,24/7 boiler service,"Engineer phoned prior to arriving, was polite and efficient completing the service."
04/06/2024,01/06/2024,Signing up ,Excellent service easy to sign up
04/06/2024,01/06/2024,Easy peasy,He was very professional and polite.it was a quick and easy service of the boiler and offered additional help. Thank you.
04/06/2024,01/06/2024,Expireance great good woork,Expireance great good woork
04/06/2024,01/06/2024,Assistant was very helpful,Assistant was very helpful 
04/06/2024,01/06/2024,Lovely many very helpful from Thomas,Lovely many very helpful from Thomas
04/06/2024,01/06/2024,Good efficient service.,Good efficient service. 
04/06/2024,01/06/2024,Good and polite call,Good and polite call
04/06/2024,01/06/2024,The Engineer visited yesterday to…,The Engineer visited yesterday to service my boiler and I had a very excellent service and the guy was so experienced and service was so excellent and very helpful 
04/06/2024,01/06/2024,Excellent customer service and Excellent ENGINEER,Excellent customer service The engineer was well knowledgeable Highly appreciated and recommended 
04/06/2024,01/06/2024,Engineer arrived on time was polite,"Engineer arrived on time was polite, knowledgeable and efficient. A pleasant experience overall "
04/06/2024,01/06/2024,Great service ,"Got the offer of a cancellation so engineer came early. We couldn't fault him, he cleared out a bunch of wasps from the boiler components (we'd had trouble with them the previous summer) so very happy he came. The previous service engineer from a different company didn't find them so found this gentleman helpful knowledgeable and courteous. Very satisfied  thank you. "
04/06/2024,01/06/2024,The engineer was polite an efficient,The engineer was polite an efficient 
04/06/2024,01/06/2024,Very helpful and straightforward,Very helpful and straightforward. Got a great deal because I'm over 60. I would highly recommend 24/7 to friends and family. 
04/06/2024,01/06/2024,Easy procedure and helpful staff.,Easy procedure and helpful staff.
04/06/2024,01/06/2024,A very experienced Engineer,A very experienced Engineer with a superb people-friendly manner. Explained what he was going to do as well as explaining the results afterwards. 
04/06/2024,01/06/2024,The every good service by 24/7,"The engineer was very pleasant, he knew what he was doing and did a great job."
04/06/2024,01/06/2024,The Engineer was very polite and…,The Engineer was very polite and professional. He took off his shoe without being asked to do so. He's tidy and was smartly dressed. 
04/06/2024,01/06/2024,Punctual,"Punctual, competent and very friendly."
04/06/2024,01/06/2024,Guided quickly and easily through process…,Guided quickly and easily through process of signing up for the 247 contract.
04/06/2024,01/06/2024,All round 10/10,All round 10/10
05/06/2024,01/06/2024,Nice service,Nice service 
05/06/2024,01/06/2024,Good service ,Good service Thank you 
05/06/2024,01/06/2024,Engineer was polite and curtious.,Engineer was polite and curtious. 
05/06/2024,01/06/2024,Very thorough,"Very thorough, told us what he was doing and gave us an update at the end. Friendly, very pleased."
05/06/2024,01/06/2024,Great ,It was a straight forward and simple to apply. Great.
05/06/2024,01/06/2024,Very happy with the service of our gas boiler,Scott serviced our gas boiler.  He was friendly and answered a few questions I had.  He's a tidy worker.  Very happy with what he did and how he did it.
05/06/2024,01/06/2024,Annual sevice,"Arrived on time,polite efficient engineer,made no mess and got jod done."
05/06/2024,01/06/2024,Engineer was really friendly and did a…,Engineer was really friendly and did a great job. Would recommend
05/06/2024,01/06/2024,Good engineer very polite good manner…,Good engineer very polite good manner about him very clean and new his job highly recommend 24/7  
05/06/2024,01/06/2024,I am happy with service,I am happy with service
05/06/2024,01/06/2024,Very good support,Very good support. I would recommend again..
05/06/2024,01/06/2024,The engineer was punctual in his timing…,The engineer was punctual in his timing and got on with his job and was looking at my Co alarm and it was nit working so he replaced the batteries and sorted it out for me. I just bought the device 4 wks ago
05/06/2024,01/06/2024,Engineer (Charlie) was timely and…,Engineer (Charlie) was timely and polite. Did efficient job and provided very good technical advice regarding the boiler.
05/06/2024,01/06/2024,Excellent very good,Excellent very good 
06/06/2024,01/06/2024,Very polite and really nice guy,Very polite and really nice guy
06/06/2024,01/06/2024,Quick and efficient,Quick and efficient
06/06/2024,01/06/2024,Great experience,Great experience 
06/06/2024,01/06/2024,He did an excellent job and was very…,He did an excellent job and was very polite 
06/06/2024,01/06/2024,Feedback,Easy process to followBrilliant service
06/06/2024,01/06/2024,Excellent engineer,"Excellent engineer, Lewis, professional, friendly and highly competent.Would have been a 5star rating had the Company advised me when the engineer was due to arrive - lucky all round that I happened to be at home."
06/06/2024,01/06/2024,Very nice man and very knowledgeable,Very nice man and very knowledgeable 
06/06/2024,01/06/2024,Easy to sign up,Easy to sign up. Good price.
06/06/2024,01/06/2024,The engineer was very polite,"The engineer was very polite, friendly and he serviced our boiler efficiently."
06/06/2024,01/06/2024,Very pleased with the engineer who…,Very pleased with the engineer who serviced my boiler. Good to see customer follow up as well.
06/06/2024,01/06/2024,Good service and good price,Good service and good price
06/06/2024,01/06/2024,Boiler service was done very…,"Boiler service was done very professionally and in detail. Gas engineer came on time, followed all steps, checked everything thoroughly, and did a great job."
06/06/2024,01/06/2024,came on time and I still able to go to work after.,came on time 
06/06/2024,01/06/2024,No mess very tidy and friendly and…,No mess very tidy and friendly and polite would recommend 
06/06/2024,01/06/2024,Do not use this company ,"Took out policy, even though authorisation given they refused to allow tenant to book. Eventually after me calling took booking of tenant. Then they cancelled day before. Phoned me to book another not the tenant. They said they would phone tenant. Didn't bother. This is on top of contacting them by email  and informing them of tenant and adding them so they could book appointment. When tenant phoned refused to deal with them. When i phoned they said that i had to share my personal email with tenant. Which I did not want to do. But they refused to sort that. "
06/06/2024,01/06/2024,Annual boiler service,"Efficient, easy to book, friendly and professional."
07/06/2024,01/06/2024,The engineer carried out a service to…,The engineer carried out a service to the boiler to my satisfaction. In fact he installed the boiler last year.
07/06/2024,01/06/2024,Max did a great job ,Max did a great job . Very efficient 
07/06/2024,01/06/2024,Very good engineer was very polite and…,Very good engineer was very polite and respectful 
07/06/2024,01/06/2024,Excellent service,"Excellent, prompt service, engineer polite and helpful. A super job"
07/06/2024,01/06/2024,Boiler Service Management,Proactive management of arranging a boiler service with no chasing my end. Engineer was also very knowledgeable and ensured everything was as it should be before leaving the property. Considering this is the first year using this company I have been very happy. Always been with British Gas and I wouldn't go back on this service so far.
07/06/2024,01/06/2024,Pity I have to even give this company 1…,"Pity I have to even give this company 1 star to write a review. Boiler service and CP12 certificate check booked 2 months ago for today, only to called this morning and informed that it has been cancelled. Day taken off work to be available for engineer as no specific time was given when they would arrive to carry out the checks. Total waste of time and money. If you would like a stress and hassle free experience please avoid this company.!! Since posting this review the company are now sending an engineer between the times of 1pm and 6pm today.! Further update, engineer arrived at 13.30.  Inspection carried out by competent engineer who was helpfull and considerate with tenant. Thank you to customer services for resolving this issue, but only after multiple phone calls."
07/06/2024,01/06/2024,Excellent work,"Excellent work, polite, and friendly "
07/06/2024,01/06/2024,Quick and reliable ,Arrived promptly and completed the boiler check with minimal fuss.
07/06/2024,01/06/2024,Good service,Technician is polite and helpful. 
07/06/2024,01/06/2024,Engineer arrived on time and was…,Engineer arrived on time and was efficient.
07/06/2024,01/06/2024,The engineer was ontime and excellent.,The engineer was ontime and excellent. 
07/06/2024,01/06/2024,Really good service,"Really good service, Andrew was lovely and got the job done quickly."
07/06/2024,01/06/2024,The engineer was professional and…,The engineer was professional and brilliant.
07/06/2024,01/06/2024,Very helpful,Very helpful
07/06/2024,01/06/2024,Very polite engineer on time ,Very polite engineer on time Tidied up 
07/06/2024,01/06/2024,Visiting engineer Rafique was patient…,Visiting engineer Rafique was patient and completed the fault within the hour.  He is an asset to the Co.  Explained the fault and carried out the fault with efficiency.  Unfortunately declined a cuppa of tea 🤦‍♀️
07/06/2024,01/06/2024,Fast and efficient,Fast and efficient 
07/06/2024,01/06/2024,Easy to join,Easy to join 
07/06/2024,01/06/2024,Experience was good and was very…,Experience was good and was very educated and explained what be was doing
07/06/2024,01/06/2024,Process was simple and easy,Process was simple and easy
07/06/2024,01/06/2024,A good company to deal with ,"The man I spoke to was extremely helpful and answered the questions I had very well, the price was very competitive with other sites I'd looked at "
07/06/2024,01/06/2024,Easy to sign up,Easy to sign up
07/06/2024,01/06/2024,Good experience,Good experience 
07/06/2024,01/06/2024,Polite and friendly,Polite and friendly 
07/06/2024,01/06/2024,Boiler Service ,The engineer rand in advance as arranged. Arrived within The 30 mins. He was polite and efficient. He dealt with my queries professionally and politely. 
07/06/2024,01/06/2024,Reasonable price,"Reasonable price, friendly engineers, great costumer service "
07/06/2024,01/06/2024,This company ha e been excellent in…,This company ha e been excellent in dealing with any problems I have had ie electrical fault dealt with within 2 days boiler service the gentleman was polite friendly and efficient I would recommend this company to anyone 
07/06/2024,01/06/2024,The service was 10 out of 10,The service was 10 out of 10. Received a call two days before coming out to check all still  ok. Was notified by the engineer in the morning was friendly and polite and listened to any issues I had and dealt with accordingly 
07/06/2024,01/06/2024,247 home rescue always respond quickly…,247 home rescue always respond quickly and efficiently the engineer is always excellent and they respond quickly 
07/06/2024,01/06/2024,Efficient,"No fuss, boiler serviced, plenty of notice before arrival."
08/06/2024,01/06/2024,Good experience ,"On time, friendly, helpful and informative."
08/06/2024,01/06/2024,All day appointments,I would have given a 5 star rating but for the fact that I was only offered an all day appointment. I had to argue for a morning or afternoon slot and was eventually offered afternoon. It can be done: make it the norm
08/06/2024,01/06/2024,Great experience from the start ,24/7 has been very easy to deal with from the start. The engineer Damien was excellent during the visit. He was polite and very keen to do whatever he could to help. He resolved the issue despite it being an awkward fix. Damien was a pleasure to deal with. 
08/06/2024,01/06/2024,The guy was great worked quick was very…,The guy was great worked quick was very politev
08/06/2024,01/06/2024,Was very helpful came straight away…,Was very helpful came straight away fixed the problem very good 
08/06/2024,01/06/2024,A wonderful engineer,"Steven was brilliant! He was polite, he listened to us (we're elderly and not many people listen) and was extremely efficient. Everything is now working fine, please tell him, from us, thank you so much!"
08/06/2024,01/06/2024,Great experience,Great experience
08/06/2024,01/06/2024,GreatThis gentleman has been to my property…,"This gentleman has been to my property 3 times now and is always friendly, polite and professional.  Lovely lad "
08/06/2024,01/06/2024,All good very appreciated,All good very appreciated
08/06/2024,01/06/2024,Very efficient and helpful,Very efficient and helpful
08/06/2024,01/06/2024,Easy and quick All good,Easy to follow no problems all good. Would have given 5 stars if more information about when to book and how long it takes to get  a service 
08/06/2024,01/06/2024,Easy sign up process,"Easy sign up process, straight forward, and very good price "
08/06/2024,01/06/2024,Great customer service their…,Great customer service their reassurance is quite precise and price for covers is reasonable.
08/06/2024,01/06/2024,Thank you.easy,Thank you.easy
08/06/2024,01/06/2024,Knowledgeable engineer,Knowledgeable engineer. Efficient service. Friendly and polite. 
08/06/2024,01/06/2024,Annual service,"Reminder received to advise service was due, easy to book and was kept informed as to when the engineer would arrive.The engineer was polite and carried out a thorough job."
08/06/2024,01/06/2024,Helped me a great deal with my renewal,Helped me a great deal with my renewal.  I trust 24/7 very much. 
08/06/2024,01/06/2024,The person who came to service the…,"The person who came to service the boiler was polite, efficient and friendly. Excellent service.The downside is the number of phone calls beforehand asking me if I wanted to rearrange the date. Each call took me through security even though they called me! Very frustrating."
09/06/2024,01/06/2024,Liam was very excellent in his work and…,Liam was very excellent in his work and a lovely manner which is lovely when you are actually letting a stranger into you home 10 out of 10
09/06/2024,01/06/2024,Brilliant service by the audit team…,Brilliant service by the audit team inspector that came to inspect the boiler. He came early and and checked everything. Very professional.
10/06/2024,01/06/2024,Easy to sign up,Easy to sign up
10/06/2024,01/06/2024,The engineer arrived at the time he…,The engineer arrived at the time he said he would. He completed the job on time and left the place as per schedule
10/06/2024,01/06/2024,Charlie the plumber did good service on…,Charlie the plumber did good service on our boiler he was a really nice guy 
10/06/2024,01/06/2024,Engineer was excellent,Engineer was excellent although it can take time arranging an appointment as Home Rescue subcontract in my area.
10/06/2024,01/06/2024,Very happy with his work,Very happy with his work 
10/06/2024,01/06/2024,Great service low cost.,A great company with top tier services at low tier prices.
10/06/2024,01/06/2024,Always offer a good and reliable…,Always offer a good and reliable service. Been using them for years. 
10/06/2024,01/06/2024,Job well done,The engineer was polite efficient and polite and carried out the boiler service without any problems I am very satisfied .
10/06/2024,01/06/2024,Timely resolution,Timely resolution. Well done Vein( sorry if I spelled the name incorrectly
10/06/2024,01/06/2024,Beee,Customer agent Aman was helpful and kind 
10/06/2024,01/06/2024,Great service,"Great service, thanks 😊"
10/06/2024,01/06/2024,Excellent customer care,Excellent customer care
10/06/2024,01/06/2024,Engineer that came was great and…,Engineer that came was great and helpful.Bit of a delay booking the service as one had to be cancelled due to unforeseen circumstances.
10/06/2024,01/06/2024,Very efficient service,"Very efficient service, thank you! "
10/06/2024,01/06/2024,"Great engineer, poor customer service team","The customer service provided by 24/7 Home Rescue is shocking but the engineer who came to my property was excellent. Really thorough, helpful, polite and gave me some great advice."
10/06/2024,01/06/2024,Happy that communicating with Panjabi…,Happy that communicating with Panjabi language speaking and good service 
10/06/2024,01/06/2024,Jack the boiler engineer,"Jack the boiler engineer, was very good, answered all my questions, very competent & professional in his work."
10/06/2024,01/06/2024,Hi I using first time will see but they…,Hi I using first time will see but they very good to explain and nice talking I'm happy I hope good company. If I need anything they help thank you very much 
11/06/2024,01/06/2024,Generally good,Generally good. I did have issues when completing the form online which is the only negative.
11/06/2024,01/06/2024,"I am well pleased with this company they didn't disappoint me , the enginer guy explain everything about what was problem and he fix it he even test some another thing, that was brilliant ","I am happy and satisfied with the works that Carried out by this company 247 Home Rescue, yeah 👍 that's name suit the company, there engineer was brilliant and has good manners and he explained about the fault and he fix it,he even said if I got any problems don't hesitate to call the company again "
11/06/2024,01/06/2024,Polite service could have been a quicker service from the time of the original request for help and the fixing of the leak. ,Polite service
11/06/2024,01/06/2024,Great experience from the engineer,Great experience from the engineer. Came on time and serviced my boiler perfectly. 
11/06/2024,01/06/2024,Very polite and friendly.,Very polite and friendly.  
11/06/2024,01/06/2024,Easy to sign up,Easy to sign up. Got helpful call after sign up to check everything was okGood price with all requested cover in place. 
11/06/2024,01/06/2024,Easy to sign up.,Easy to sign up.
11/06/2024,01/06/2024,really pleased with result and advice…,"really pleased with result and advice from Richard the engineer, he has come to the property before and sorted my issue in a flash, also explained why it happened10 out of tenI had a call from him half an hour before and he was on time, he didnt mess around he got straight onto the job and sorted it out nice one Richard  "
11/06/2024,01/06/2024,24/7 were efficient with a further 10%…,24/7 were efficient with a further 10% saving 
11/06/2024,01/06/2024,The engineer arrived on time,"The engineer arrived on time, was polite and efficient in carrying out his work."
11/06/2024,01/06/2024,On Time,"The engineer was on time, courteous, and efficient."
11/06/2024,01/06/2024,Arrived on time,"Arrived on time, checked everything thoroughly and no mess."
11/06/2024,01/06/2024,Tenant said guy was good,Tenant said guy was good
11/06/2024,01/06/2024,Thank you,"Appointment process was easy to make; I received text notifications from the engineer when they were enroute. The was friendly and respectful, made the appropriate checks for my boiler service and appropriately debriefed me fully after completion."
11/06/2024,01/06/2024,The sign up process was quick and…,The sign up process was quick and efficient. Can not comment on performance reclaims as I have not claimed 
12/06/2024,01/06/2024,I took out a contract in December 2023…,"I took out a contract in December 2023 and when I contacted them to organise a boiler inspection in February I was offered a date in April. I had to cancel this (my husband actually died on that date) and I was offered a new date of 11th June 8am to 12noon. I phoned at 11am to advise no one had arrived and I had to go out at 12. I have now spent more than 20 minutes on the phones, talking to someone apparently in India, trying to organise a service before August and for a morning slot. Things have to drastically improve before I renew my contract. ( I now have an appointment 8 - 12 on 1st July - I wait with interest. )"
12/06/2024,01/06/2024,Very courteous and helpful engineer,"Very courteous and helpful engineer, did his job well, thanks for your work.."
12/06/2024,01/06/2024,Good engineer,Pleasant engineer.  All done efficiently 
12/06/2024,01/06/2024,Engineer that came to do the service…,Engineer that came to do the service was professional and polite. Got on with the work and informed me when finished. Very smooth process
12/06/2024,01/06/2024,Good service  and good,Good service  and good 
12/06/2024,01/06/2024,Service was quick and efficient,Service was quick and efficient. He rang 15 mins before he arrived and it took about 20 minutes. Good service.
12/06/2024,01/06/2024,Very happy with all round service.,"Very happy with all round service - Shaun was an excellent engineer, taking time to explain what he was doing for the boiler service.  All areas were checked including the hot water tank and gas meter reading.  A very pleasant chap who answered any questions I may have had. "
12/06/2024,01/06/2024,David our engineer is fantastic,David our engineer is fantastic. Cannot recommend highly enough. 5/5. 
12/06/2024,01/06/2024,Really good experience,Really good experience with this company. Made my first claim the other day - they had a polite and friendly electrician with us the following day to resolve the issue. Very happy with the customer service and the fix!
12/06/2024,01/06/2024,Andrew was amazing,Andrew was amazing. He attended my property yesterday.Fixed the problem immediately.Left no mess.He's the best at what he does and genuinely cares about his work and the customer. If I could choose an engineer then it would always be him. Thankyou Andrew
12/06/2024,01/06/2024,Annual Boiler Service,"Tom notified ahead of his arrival at my property, arrived promptly, worked professionally and thoroughly, polite and respectful of myself and my property, left no mess, and provided a satisfactory report for a further years safe use of the boiler accordingly."
12/06/2024,01/06/2024,They were very helpful getting me the…,They were very helpful getting me the right product 
12/06/2024,01/06/2024,Easy to sing up,Easy to sing up 
12/06/2024,01/06/2024,Very happy and good service from…,Very happy and good service from agents. Easy to sign up 
12/06/2024,01/06/2024,very polite,"very polite, done service quickly and was very tidy.."
12/06/2024,01/06/2024,Great service and well trained customer…,Great service and well trained customer representative. Happy with the service
12/06/2024,01/06/2024,The person I spoke to was good,The person I spoke to was good 
12/06/2024,01/06/2024,Very friendly,"Very friendly, excellent service good job done and very fast response .. very Happy overall."
12/06/2024,01/06/2024,Opening a new account ,"Very helpful adviser on the phone guided ne through the sign in process. Policy documents arrived on my email instantly. Not claimed yet, let's hope the process its just a good."
12/06/2024,01/06/2024,The engineer turned up on timeGreat service,"The engineer turned up on time, was extremely polite and very focused in what he was doing."
12/06/2024,01/06/2024,Person taking the call was experience…,Person taking the call was experience and very helpful
12/06/2024,01/06/2024,Easy to use would highly recommend,Easy to use would highly recommend
12/06/2024,01/06/2024,Done good job.,Done good job.
12/06/2024,01/06/2024,Quick and Reliable Service,"Nice fella, was in and out in no time 👍"
12/06/2024,01/06/2024,The engineer was very efficient,The engineer was very efficient and spoke well.
12/06/2024,01/06/2024,Very good service was punctual and very…,Very good service was punctual and very friendly . He advised me on a few things eg lagging of pipes in the garage to make the heating more effective 
12/06/2024,01/06/2024,The engineer Gary was very polite and…,The engineer Gary was very polite and helpful and did the job fine
13/06/2024,01/06/2024,The engineer arrived on time,The engineer arrived on time. He was efficient and put everything back in place when he had finished a
13/06/2024,01/06/2024,The engineer was prompt kept in contact…,The engineer was prompt kept in contact very polite and respected my home 
13/06/2024,01/06/2024,The boiler care with 247 Home Rescue.engineer was professional,"The engineer was professional, carried out the service on my boiler and was thorough. I would highly recommend  247 Home Rescue to others. "
13/06/2024,01/06/2024,Pleasant well mannered and efficient,Pleasant well mannered and efficient 
13/06/2024,01/06/2024,I tried booking an engineer on line…,"I tried booking an engineer on line first but I was just going round in circles on the site, so instead I used the phone number and got through very quickly to the call centre. There was a bit of a wait while the operator found me an appointment, I had the impression he was working on more than one call at a time. But I was booked in for a next day appointment which was really good. The engineer was with me by 9am and phoned beforehand as promised. He was very pleasant and got on with the job straight away. The job was done within the hour and he told me and showed me the part he had to replace. However I need another visit as the problem has not been solved fully. So on a follow-up call I'm going to receive another appointment. I'm happy with the service as the operators are very helpful and will sort everything out for me. "
13/06/2024,01/06/2024,The guy that  visited my property was…,The guy that  visited my property was polite clean & tidy and answered all questions well
13/06/2024,01/06/2024,Good Serivce,Good service
13/06/2024,01/06/2024,Good experience no issues efficient,Good experience no issues efficient 
13/06/2024,01/06/2024,Have rang twice to book a boiler…,"Have rang twice to book a boiler service and so far nothing has happened. My service is now nearly 2 months overdue. I rang today to complain and was told it would definitely happen within 28 days, but I have no guarantee it will. Please prove me wrong 247 as I will be cancelling my policy otherwise."
13/06/2024,01/06/2024,Polite,"Polite, efficient, knowledgeable"
13/06/2024,01/06/2024,Very easy to use.,Very easy to use.
13/06/2024,01/06/2024,Easy to communicate with,Easy to communicate with
13/06/2024,01/06/2024,Customer care service ,Good customer service given
13/06/2024,01/06/2024,My service ,Very pleased with my experience with the engineers work and professionalism.
13/06/2024,01/06/2024,Sign up process was very simple ,Sign up process was very simple and reasonably priced.
13/06/2024,01/06/2024,Engineer was extremely helpful,Engineer was extremely helpful 
13/06/2024,01/06/2024,Polite and helpful,The service technician who came was polite and very helpful
13/06/2024,01/06/2024,Honest opinion ,The staff always seem very friendly & helpful.
13/06/2024,01/06/2024,The engineer arrived on time and…,The engineer arrived on time and completed the service efficiently and quickly. He was friendly and made sure to update my service record. He gave some advice Bon warranty and service.
14/06/2024,01/06/2024,Prompt,"Prompt, efficient and polite "
14/06/2024,01/06/2024,Nice and quick good service.,Nice and quick good service. 
14/06/2024,01/06/2024,Friendly and professional,Friendly and professional 
14/06/2024,01/06/2024,Very pleasant engineer,Very pleasant engineer. Had time to answer a few queries. had a lovely smile !!
14/06/2024,01/06/2024,VERY GOOD SERVICE,The engineer was courteous and polite and kept me informed of the procedures involved.  I was very  pleased with the outcome.
14/06/2024,01/06/2024,He was very good and thorough,He was very good and thorough 
14/06/2024,01/06/2024,Excellent service,Excellent service 
14/06/2024,01/06/2024,Great service.Engineer was…enginner,Great service.Engineer was friendly.Would recommend
14/06/2024,01/06/2024,Hi Thomas carried out exalent job on…,Hi Thomas carried out exalent job on checking my boiler gas inspection 
14/06/2024,01/06/2024,VERY HELPFULL AND KIND,VERY HELPFULL AND KIND
14/06/2024,01/06/2024,Boiler Service,Excellent service as always
14/06/2024,01/06/2024,Very thorough and well mannered…,Very thorough and well mannered friendly person.
