Date,Year-Month,Final Product Category,Review,spam_label,spam_confidence,detected_lang,is_english,has_justification,review_weight
18/06/2024,01/06/2024,Gas Products,Efficient engineer who identified why my hot water was so hot - despite raising with several engineers before this was first person to explain why it was happening and provide a solution ,LABEL_0,0.931,en,True,True,1.0
18/06/2024,01/06/2024,Unknown,Excellent service on telephone. Lady very helpful and very professional. Problem sorted very quickly.,LABEL_0,0.929,en,True,False,0.9
18/06/2024,01/06/2024,Unknown,excellent as usual,LABEL_0,0.93,ca,False,True,0.5
18/06/2024,01/06/2024,Gas Products,The engineer was professional and did his work quickly and efficiently. ,LABEL_0,0.937,en,True,False,0.9
18/06/2024,01/06/2024,Gas Products,All sorted very quickly and professionally ,LABEL_0,0.938,en,True,False,0.9
18/06/2024,01/06/2024,Gas Products,Always great service from corgi.,LABEL_0,0.938,en,True,False,0.9
18/06/2024,01/06/2024,Gas Products,"Had routine boiler service. Engineer turned up on time, extremely professional and polite, very impressed",LABEL_0,0.927,en,True,False,0.9
18/06/2024,01/06/2024,Gas Products,"fast, professional and experienced engineer",LABEL_0,0.932,en,True,False,0.9
18/06/2024,01/06/2024,Gas Products,Been with Corgi Homeplan for a number of years now and I am really pleased with the level of service they provide.  I wouldn’t hesitate to recommend them for insurance regarding boiler/heating/plumbing cover.,LABEL_0,0.862,en,True,False,0.9
18/06/2024,01/06/2024,Gas Products,"The boiler engineer was on time, knowledgeable and friendly. Carried out the service whilst explaining what was happening. ",LABEL_0,0.936,en,True,False,0.9
18/06/2024,01/06/2024,Gas Products,"The engineer was extremely thorough. He explained details of our boiler which we didn’t know and was careful to ensure that all was correct and working. He felt we should have a complete overhaul and the boiler stripped down, which we have never had. A very satisfactory visit.",LABEL_0,0.935,en,True,False,0.9
18/06/2024,01/06/2024,Gas Products,The engineer took enough time to find faults and rectify and also answered questions I asked him. I felt confident that he had serviced the boiler thoroughly which I had not always felt in the past ,LABEL_0,0.935,en,True,False,0.9
19/06/2024,01/06/2024,Gas Products,"Service carried out, on time with helpful engineer ",LABEL_0,0.928,en,True,False,0.9
19/06/2024,01/06/2024,Gas Products,"The engineer turned up on time, smart, polite and completed the task in good time.",LABEL_0,0.938,en,True,False,0.9
19/06/2024,01/06/2024,Gas Products,Engineer turned up on time and was very efficient and friendly ,LABEL_0,0.936,en,True,False,0.9
19/06/2024,01/06/2024,Gas Products,Prompt Boiler Service,LABEL_0,0.596,en,True,False,0.9
19/06/2024,01/06/2024,Gas Products,"Engineer who cam was very efficient and pleasant, just got on with job in hand would really wish him well in the future",LABEL_0,0.937,en,True,False,0.9
19/06/2024,01/06/2024,Gas Products,On contacting you with my problem an engineer came the next morning. and found the problem.My new boiler was fitted the following Monday.Good efficient service. The plumber who did the work was excellent,LABEL_0,0.93,en,True,False,0.9
19/06/2024,01/06/2024,Unknown,Excellent Service,LABEL_0,0.837,ca,False,False,0.45
19/06/2024,01/06/2024,Unknown,1) a really helpful and pleasant operative2) the appointment was made directly to me.,LABEL_0,0.936,en,True,False,0.9
19/06/2024,01/06/2024,Unknown,Efficient and  courteous.,LABEL_0,0.936,fr,False,False,0.45
19/06/2024,01/06/2024,Gas Products,Promptness of service.,LABEL_0,0.927,en,True,False,0.9
19/06/2024,01/06/2024,Gas Products,A thorough service visit with a useful verbal report at the end. The engineer was fastidious in showing his ID and Gas Safe accreditation before starting work. He was polite and efficient at all times.,LABEL_0,0.93,en,True,False,0.9
19/06/2024,01/06/2024,Gas Products,The contractor you contacted Somerset Gas were vedry efficient and I was pleased with their quick response.,LABEL_0,0.935,en,True,False,0.9
19/06/2024,01/06/2024,Gas Products,Very thorough engineer,LABEL_0,0.933,en,True,False,0.9
19/06/2024,01/06/2024,Unknown,excellent service,LABEL_0,0.837,fr,False,False,0.45
19/06/2024,01/06/2024,Unknown,Booking smooth no issues ,LABEL_0,0.932,en,True,False,0.9
19/06/2024,01/06/2024,Gas Products,"Brilliant engineers, knew exactly what they were doing and very polite and friendly",LABEL_0,0.937,en,True,False,0.9
19/06/2024,01/06/2024,Gas Products,Craig who serviced my boiler and has done every year  is so professional and his customer service is excellent my only complaint is rather than being put through to the usual booking portal recieving an email from   a different engineer headed don't ignore this is not a scam and even then they didn't process my service time on ringing corgi it was instantly corrected and the service was reassigned to Craig so a happy customer in the end ,LABEL_0,0.891,en,True,False,0.9
19/06/2024,01/06/2024,Gas Products,Luke was a brilliant engineer & woukd happily recommend him. ,LABEL_0,0.937,en,True,False,0.9
19/06/2024,01/06/2024,Unknown,"Expedient, efficient & reliable. ",LABEL_0,0.935,ca,False,False,0.45
19/06/2024,01/06/2024,Gas Products,I have been with corgi for over 14 years and they have never let me down and their engineers are really good,LABEL_0,0.937,en,True,False,0.9
19/06/2024,01/06/2024,Gas Products,Engineer communicated well prior to appointment and was very helpful and efficient ,LABEL_0,0.928,en,True,False,0.9
19/06/2024,01/06/2024,Unknown,Well arranged and very professionally ,LABEL_0,0.936,en,True,False,0.9
19/06/2024,01/06/2024,Unknown,My fault was reported and resolved completely 3 days later 5*****,LABEL_0,0.931,en,True,False,0.9
19/06/2024,01/06/2024,Unknown,Arrived on time completed job,LABEL_0,0.93,en,True,False,0.9
19/06/2024,01/06/2024,Gas Products,"I swapped to Corgi because of the cost of British Gas boiler insurance a few years ago. British Gas were a nightmare to deal with. Corgi however are excellent and I’ve never had a problem. Corgi have never failed to alert me when the service is due unlike B.G who seemed to think we didn’t exist...until the fee was due for renewal !!! All the engineers who have attended are excellent...polite, friendly and informative. I cannot fault our service thus far...Well done Corgi.",LABEL_0,0.932,en,True,True,1.0
19/06/2024,01/06/2024,Plumbing & Drains,"Boiler service was all good but earlier in the year had a blocked drain, paid the call   out fee and engineer fixed it. Two hours later I noticed the outside tap had been left on, full (we’re on a meter) Thanks! ",LABEL_0,0.918,en,True,False,0.9
19/06/2024,01/06/2024,Gas Products,Helpful call staff and knowledgeable engineers ,LABEL_0,0.921,en,True,False,0.9
19/06/2024,01/06/2024,Gas Products,Had to call them out more than once and have had problems with the new boiler ever since it was installed. Not certain messages get passed on. I will need to call them out AGAIN tomorrow to solve yet another problem. ,LABEL_0,0.932,en,True,True,1.0
19/06/2024,01/06/2024,Unknown,Very efficient and punctual service,LABEL_0,0.927,en,True,False,0.9
20/06/2024,01/06/2024,Gas Products,"An appointment was made for me but wasn’t convenient, after speaking to  them , they arranged a date and time that was , and the engineer that came was very thorough, have had this plan for 5 yrs, and am very satisfied  ",LABEL_0,0.931,en,True,False,0.9
20/06/2024,01/06/2024,Gas Products,Boiler service carried out by friendly and professional engineer.  Very happy. ,LABEL_0,0.935,en,True,False,0.9
20/06/2024,01/06/2024,Gas Products,Experienced and professional tradesmen. Quick but thorough service ,LABEL_0,0.93,en,True,False,0.9
20/06/2024,01/06/2024,Gas Products,Very thorough engineer. Shame it isn't the same one every time,LABEL_0,0.938,en,True,False,0.9
20/06/2024,01/06/2024,Gas Products,Engineer arrived on time - was professional and courteous,LABEL_0,0.933,en,True,False,0.9
20/06/2024,01/06/2024,Unknown,On time and professional ,LABEL_0,0.936,en,True,False,0.9
20/06/2024,01/06/2024,Gas Products,Friendly and helpful.The only difficulty.What's the availability of an engineer within the 24 hours?That was specified,LABEL_0,0.933,en,True,False,0.9
20/06/2024,01/06/2024,Unknown,"Fast & efficient,  in & out no probs.",LABEL_0,0.938,fr,False,False,0.45
20/06/2024,01/06/2024,Gas Products,Excellent service - the engineer was extremely thorough - identified a problem (which I didn’t know I had ) and arranged to revisit and fit the part it within 48 hours.  . ,LABEL_0,0.934,en,True,False,0.9
20/06/2024,01/06/2024,Unknown,"Polite & cheerful,got on with the job in hand & never left any mess.",LABEL_0,0.938,en,True,False,0.9
20/06/2024,01/06/2024,Gas Products,Great service engineer for our annual service. Did a thorough job gave some good advice and was very friendly. Makes us feel good about using Corgi.,LABEL_0,0.926,en,True,False,0.9
20/06/2024,01/06/2024,Gas Products,Treated badly by first engineer no show no regret .Second one was very good ,LABEL_0,0.936,en,True,False,0.9
20/06/2024,01/06/2024,Gas Products,Excelent respond and quick service to my liking and also polite engeenear,LABEL_0,0.935,en,True,False,0.9
20/06/2024,01/06/2024,Gas Products,As normal great service ,LABEL_0,0.914,en,True,True,1.0
20/06/2024,01/06/2024,Gas Products,"On time, efficient and a nice engineer to do business with.",LABEL_0,0.937,en,True,False,0.9
20/06/2024,01/06/2024,Plumbing & Drains,"We recently needed a plumber to do a small job,and everything was handled efficiently,from the original call,to the plumber arriving promptly and fixing the problem.",LABEL_0,0.933,en,True,False,0.9
20/06/2024,01/06/2024,Gas Products,Thank you for fixing the boiler we was told the man you sent was because he had availability he phoned Thursday to say he would come at 6pm on the Friday I explained because of my dads age he didn’t like opening the door that late but was basically told that’s what time he was coming suprise he couldn’t do it as he didn’t have the parts he came back at 6-30 pm on the Monday and stayed until 10.30 dad is grateful it is fixed but I feel there was no customer service ,LABEL_0,0.932,en,True,True,1.0
20/06/2024,01/06/2024,Unknown,Very polite and efficient ,LABEL_0,0.937,en,True,False,0.9
20/06/2024,01/06/2024,Gas Products,Engineer was very thorough and friendly as well as being informative ,LABEL_0,0.936,en,True,True,1.0
20/06/2024,01/06/2024,Gas Products,The engineer didn't turn up and I waited for four hours and I was the one as the customer who had to do all the chasing.,LABEL_0,0.938,en,True,True,1.0
20/06/2024,01/06/2024,Unknown,Excellent service ,LABEL_0,0.837,fr,False,False,0.45
20/06/2024,01/06/2024,Unknown,Good service ,LABEL_0,0.903,en,True,False,0.9
20/06/2024,01/06/2024,Gas Products,Very efficient and friendly engineer,LABEL_0,0.934,en,True,False,0.9
20/06/2024,01/06/2024,Gas Products,The engineer was on time and carried out the service efficiently,LABEL_0,0.931,en,True,False,0.9
20/06/2024,01/06/2024,Unknown,Punctual and professional ,LABEL_0,0.935,en,True,False,0.9
20/06/2024,01/06/2024,Unknown,"Professional , friendly service",LABEL_0,0.854,en,True,False,0.9
20/06/2024,01/06/2024,Unknown,Amazing Lovey gentleman ,LABEL_0,0.927,nl,False,False,0.45
20/06/2024,01/06/2024,Gas Products,"Been using Corgi Homeplan for about 6 years, after our service contract with another company got too expensive. We have had a yearly service, plus a couple of issues with our heating system within that time, all of which have been sorted out by professional and friendly heating engineers, ",LABEL_0,0.717,en,True,False,0.9
20/06/2024,01/06/2024,Unknown,"Very knowledgeable, friendly and professional service engineer.",LABEL_0,0.929,en,True,False,0.9
20/06/2024,01/06/2024,Unknown,Quick clean efficient ⁹,LABEL_0,0.929,en,True,False,0.9
21/06/2024,01/06/2024,Gas Products,"Timely communication with engineer on route. Friendly, efficient service provided.",LABEL_0,0.881,en,True,False,0.9
21/06/2024,01/06/2024,Unknown,Craig is always polite friendly and efficient. ,LABEL_0,0.937,en,True,False,0.9
21/06/2024,01/06/2024,Unknown,Great service ,LABEL_0,0.898,en,True,False,0.9
21/06/2024,01/06/2024,Gas Products,The person seemed to know what he was doing and completed the work timely.,LABEL_0,0.938,en,True,False,0.9
21/06/2024,01/06/2024,Plumbing & Drains,The call handler said a plumber would be in touch in the next 24hrs it took 20mins job done following morning.,LABEL_0,0.929,en,True,False,0.9
21/06/2024,01/06/2024,Gas Products,Friendly and nice engineer who fixed the boiler and was on time.,LABEL_0,0.937,en,True,False,0.9
21/06/2024,01/06/2024,Gas Products,The engineer was very thorough unlike the co.  The week before who lied and said they turned up and did not as I have a ring doorbell and everything is recorded and they told your co. I was not in. ,LABEL_0,0.937,en,True,True,1.0
21/06/2024,01/06/2024,Gas Products,"It took a few phone calls to get an engineer to contact me to arrange my service, which was 2 months overdue. However the engineer that came, did a thorough service & replaced a couple of parts that were faulty. ",LABEL_0,0.914,en,True,False,0.9
21/06/2024,01/06/2024,Gas Products,The Engineer Was Just So Efficient On Arrival To Departure ,LABEL_0,0.934,en,True,False,0.9
21/06/2024,01/06/2024,Unknown,"Proactive, did his job, was polite and informative. Would recommend. ",LABEL_0,0.937,en,True,False,0.9
21/06/2024,01/06/2024,Gas Products,A very good service. The engineer was really nice and did a great job and very professional.,LABEL_0,0.937,en,True,False,0.9
21/06/2024,01/06/2024,Plumbing & Drains,Blocked drain from toilet dealt with efficiently. Thank you.,LABEL_0,0.937,en,True,False,0.9
21/06/2024,01/06/2024,Unknown,Excellent advice by engineer,LABEL_0,0.929,en,True,False,0.9
21/06/2024,01/06/2024,Gas Products,"A very competent, polite and punctual engineer. ",LABEL_0,0.937,en,True,False,0.9
21/06/2024,01/06/2024,Unknown,Excellent engineer polite and respectful ,LABEL_0,0.934,en,True,False,0.9
21/06/2024,01/06/2024,Gas Products,Efficient and quick service . Easily set up at a convenient time ,LABEL_0,0.933,en,True,False,0.9
21/06/2024,01/06/2024,Gas Products,"Initial appointments Not Made, since April, only THIS week has the Boiler Check been compentley completed by Mohammed Shabir",LABEL_0,0.791,en,True,True,1.0
21/06/2024,01/06/2024,Gas Products,Ryan the engineer was very good and thorough and did the job very well would certainly recommend him ,LABEL_0,0.936,en,True,False,0.9
22/06/2024,01/06/2024,Gas Products,The engineer was friendly and professional in his job He did the job well ,LABEL_0,0.936,en,True,False,0.9
22/06/2024,01/06/2024,Unknown,"On time, went straight to work, completed quickly ",LABEL_0,0.936,en,True,False,0.9
22/06/2024,01/06/2024,Gas Products,The engineer was polite and efficient ,LABEL_0,0.936,en,True,False,0.9
22/06/2024,01/06/2024,Unknown,"Excellent  service from Ray Shannon a young  man who knows  what  he is doing, his  attention  to  detail  and  friendly service  is a credit to  him  and you're  company. R.R.Hale.",LABEL_0,0.934,en,True,False,0.9
22/06/2024,01/06/2024,Gas Products,Easy to arrange a service. The engineer was professional and did an excellent job ,LABEL_0,0.93,en,True,False,0.9
22/06/2024,01/06/2024,Gas Products,"The young man arrived when expected, was polite and seemed very able as he came in settled in and got on with the work.  He seemed confident and able but of course we cannot comment on the actual work done.  He also asked to see the meter.",LABEL_0,0.936,en,True,True,1.0
22/06/2024,01/06/2024,Unknown,"Professional and efficient service, follow up the next day",LABEL_0,0.927,en,True,False,0.9
22/06/2024,01/06/2024,Unknown,Very helpful.,LABEL_0,0.938,en,True,False,0.9
22/06/2024,01/06/2024,Gas Products,Wasn't able to keep original appointment for my annual service but was easy to call in and just rearrange. Engineer arrived at date and time specified and was quick and efficient. Corgi then informed me that I was all set for another year.,LABEL_0,0.935,en,True,False,0.9
22/06/2024,01/06/2024,Unknown,Very professional provided a polite and efficient service ,LABEL_0,0.913,en,True,False,0.9
22/06/2024,01/06/2024,Unknown,Great service!,LABEL_0,0.924,en,True,False,0.9
22/06/2024,01/06/2024,Gas Products,"Service engineer arrived earlier than booked having asked if that was OK with me. Yes!Polite, efficient, tidy.Explained what they were doing.",LABEL_0,0.935,en,True,False,0.9
22/06/2024,01/06/2024,Unknown,Very thorough and professional ,LABEL_0,0.937,en,True,False,0.9
22/06/2024,01/06/2024,Gas Products,"Easily arranged appointment. Engineer turned up on time, was efficient and good customer care skills.",LABEL_0,0.929,en,True,False,0.9
22/06/2024,01/06/2024,Unknown,Excellent service ,LABEL_0,0.837,fr,False,False,0.45
22/06/2024,01/06/2024,Unknown,"Fast, efficient and friendly ",LABEL_0,0.936,en,True,False,0.9
22/06/2024,01/06/2024,Unknown,Everyone I had contact with was very polite and helpful.,LABEL_0,0.938,en,True,False,0.9
22/06/2024,01/06/2024,Gas Products,"Regular service by usual heating engineer, RIS Heating, was easy to book and efficiently carried out.",LABEL_0,0.918,en,True,False,0.9
22/06/2024,01/06/2024,Gas Products,My boiler service was booked without any problems and carried out efficiently.,LABEL_0,0.935,en,True,False,0.9
22/06/2024,01/06/2024,Gas Products,Booking easy engineer knowledgeable and punctual,LABEL_0,0.933,en,True,False,0.9
22/06/2024,01/06/2024,Gas Products,On time and very approachable Engineering ,LABEL_0,0.936,en,True,False,0.9
22/06/2024,01/06/2024,Gas Products,"ENGINEER PHONED TO GIVE US A HEADS-UP, ARRIVED ON TIME, WAS QUICK AND COURTEOUS, REMOVED HIS SHOES UPON ENTRANCE.EXEMPLARY!!",LABEL_0,0.933,de,False,False,0.45
22/06/2024,01/06/2024,Unknown,In time explain everything and very helpful ,LABEL_0,0.938,en,True,False,0.9
22/06/2024,01/06/2024,Gas Products,Engineer came on time. Serviced boiler everything ok and job was done for another year.,LABEL_0,0.936,en,True,False,0.9
22/06/2024,01/06/2024,Unknown,Very efficient ,LABEL_0,0.934,en,True,False,0.9
22/06/2024,01/06/2024,Gas Products,"Engineer on time, carried out service efficiently",LABEL_0,0.923,en,True,False,0.9
22/06/2024,01/06/2024,Gas Products,"No issues at all. Excellent servicesI have been with corgi since 2006 . My experience varies depending on the engineer they send , last year was not good this year been excellent ",LABEL_0,0.916,en,True,True,1.0
22/06/2024,01/06/2024,Gas Products,"Engineer called prior to arrival, serviced our boiler, did a great job, very happy 😊 ",LABEL_0,0.934,en,True,False,0.9
22/06/2024,01/06/2024,Unknown,Great job every time,LABEL_0,0.937,en,True,False,0.9
22/06/2024,01/06/2024,Unknown,Polite and efficient service.,LABEL_0,0.93,en,True,False,0.9
22/06/2024,01/06/2024,Gas Products,Excellent communication and prompt service. Friendly and informative engineers.,LABEL_0,0.909,en,True,False,0.9
22/06/2024,01/06/2024,Unknown,Never no problems always excellent John ,LABEL_0,0.935,en,True,False,0.9
23/06/2024,01/06/2024,Gas Products,"Excellent cover, staff on telephone very helpful.The local firm employed to do my annual boiler check, very polite, helpful and professional, telephoning to let you know when they will arrive. Had Corgi cover for many years and will continue to do so, reassuring to know that gas, water and electrics are covered. Thankyou.",LABEL_0,0.934,en,True,False,0.9
23/06/2024,01/06/2024,Gas Products,Very good gas engineer,LABEL_0,0.934,af,False,False,0.45
23/06/2024,01/06/2024,Gas Products,From reporting the fault to the engineer completing the job was excellent,LABEL_0,0.934,en,True,False,0.9
23/06/2024,01/06/2024,Gas Products,The man who came took the. Time to speak to me and I then felt he was doing a great job the company have been very good came when thay said ,LABEL_0,0.937,en,True,False,0.9
23/06/2024,01/06/2024,Gas Products,"All parties got on with what was needed, keeping me informed of when visits would be made.",LABEL_0,0.937,en,True,False,0.9
23/06/2024,01/06/2024,Gas Products,ENgineer on time and pleasant.  Seemed efficient and cheerful,LABEL_0,0.937,en,True,False,0.9
23/06/2024,01/06/2024,Unknown,Quick and issue resolved,LABEL_0,0.933,en,True,False,0.9
23/06/2024,01/06/2024,Unknown,"Excellent service from start to finish, highly recommended",LABEL_0,0.91,en,True,False,0.9
23/06/2024,01/06/2024,Gas Products,Arrived at arranged timeBoiler checkedEverything left tidy,LABEL_0,0.926,en,True,False,0.9
23/06/2024,01/06/2024,Unknown,A friendly informative competent engineer A credit to the company ,LABEL_0,0.924,en,True,False,0.9
23/06/2024,01/06/2024,Gas Products,I was not at home whilst the works were being carried out but I understand from my partner they did a great job and explained to her what they were doing as requested by myself. ,LABEL_0,0.937,en,True,True,1.0
23/06/2024,01/06/2024,Unknown,"Pleasant, efficient engineer.",LABEL_0,0.936,en,True,False,0.9
23/06/2024,01/06/2024,Gas Products,I needed a part for my boiler and Sharif went above and beyond to get it fitted before the weekend so that I had heating and hot water . Excellent service . ,LABEL_0,0.936,en,True,True,1.0
23/06/2024,01/06/2024,Plumbing & Drains,After phone call got quick response and the plumber was very good expert job and tidy ,LABEL_0,0.933,en,True,False,0.9
23/06/2024,01/06/2024,Unknown,Helpful n friendly approach. ,LABEL_0,0.936,en,True,False,0.9
23/06/2024,01/06/2024,Gas Products,Two visits to fix one problem!,LABEL_0,0.936,en,True,False,0.9
23/06/2024,01/06/2024,Unknown,The engineer was polite and though,LABEL_0,0.937,en,True,False,0.9
23/06/2024,01/06/2024,Unknown,No problems and that's what you want to be honest ,LABEL_0,0.938,en,True,False,0.9
24/06/2024,01/06/2024,Unknown,Qeertyuigggggggggg,LABEL_0,0.934,no,False,False,0.45
24/06/2024,01/06/2024,Unknown,Good service on time,LABEL_0,0.927,en,True,False,0.9
24/06/2024,01/06/2024,Unknown,Everything was great,LABEL_0,0.936,en,True,False,0.9
24/06/2024,01/06/2024,Gas Products,Your gas engineer was on time polite and helpful.Came back the next day to replace something in the boiler.All good.,LABEL_0,0.938,en,True,False,0.9
24/06/2024,01/06/2024,Unknown,"Very good, polite young man",LABEL_0,0.938,en,True,False,0.9
24/06/2024,01/06/2024,Unknown,Very polite and helpful engineer.,LABEL_0,0.938,en,True,False,0.9
24/06/2024,01/06/2024,Unknown,Turned up when said they would .Very polite. Got on with job .  Left area how it was . ,LABEL_0,0.938,en,True,False,0.9
24/06/2024,01/06/2024,Unknown,Great service thank you,LABEL_0,0.929,en,True,False,0.9
24/06/2024,01/06/2024,Gas Products,Excellent service excellent polite chap who did the service,LABEL_0,0.883,en,True,False,0.9
24/06/2024,01/06/2024,Gas Products,Great service quick and efficient,LABEL_0,0.925,en,True,False,0.9
24/06/2024,01/06/2024,Gas Products,They do what it says on the tin. If you have an issue that is covered under the plan they deal with it without a problem. ,LABEL_0,0.937,en,True,False,0.9
24/06/2024,01/06/2024,Unknown,Just as above five stars.,LABEL_0,0.937,en,True,True,1.0
24/06/2024,01/06/2024,Gas Products,"Experienced engineer,turned up on time, explained all aspects of the service. .good job done.",LABEL_0,0.937,en,True,False,0.9
24/06/2024,01/06/2024,Gas Products,"Excellent engineer in Jon Baker, kept us informed all the way about what he was doing and why.",LABEL_0,0.938,en,True,True,1.0
24/06/2024,01/06/2024,Unknown,stafffriendly staff who know what they are doing,LABEL_0,0.936,en,True,False,0.9
24/06/2024,01/06/2024,Gas Products,"Helpful person on the phone  when I first reported the problem. Engineer rang back as promised, attended later in the day. Quickly assessed the work needed and arranged to come back with the necessary parts.Follow-up attendance made on time, as promised, and work carried out quickly and efficiently. Very clean.Overall, very impressed with the service.",LABEL_0,0.93,en,True,True,1.0
24/06/2024,01/06/2024,Unknown,Excellent Service ,LABEL_0,0.837,fr,False,False,0.45
24/06/2024,01/06/2024,Plumbing & Drains,"We had an issue after our service with a leak, however, it was fixed the next day with no issues.",LABEL_0,0.937,en,True,False,0.9
25/06/2024,01/06/2024,Unknown,I have already completed one survey. I suggest you use the comments from that.,LABEL_0,0.938,en,True,False,0.9
25/06/2024,01/06/2024,Unknown,Thorough job done by polite technician who cleared up after himself.,LABEL_0,0.937,en,True,False,0.9
25/06/2024,01/06/2024,Gas Products,Excellent service from online reporting to knowledgeable and kind engineer.,LABEL_0,0.895,en,True,False,0.9
25/06/2024,01/06/2024,Gas Products,He spotted the fault deep within the boiler and rectified it,LABEL_0,0.936,en,True,False,0.9
25/06/2024,01/06/2024,Gas Products,"Professional engineer, arrived on time and spotted that the CO detector was out of date!",LABEL_0,0.935,en,True,False,0.9
25/06/2024,01/06/2024,Unknown,Excellent service ,LABEL_0,0.837,fr,False,False,0.45
25/06/2024,01/06/2024,Unknown,Polite and professional throughout. ,LABEL_0,0.936,en,True,False,0.9
25/06/2024,01/06/2024,Gas Products,Service was completed efficiently.Engineer Explained the services that he carried out.He was very polite and friendly.,LABEL_0,0.936,en,True,False,0.9
25/06/2024,01/06/2024,Gas Products,"Staff were very friendly and helpful but it took longer to arrange an appointment with an engineer than it should’ve done due to some miscommunication which is why I rated it 4 stars and not 5 …. However once the engineer was contacted I got an appointment very quickly , actually on the same afternoon ! The engineer was excellent , very thorough , did a good job and was friendly too ! Very good service overall . ",LABEL_0,0.925,en,True,True,1.0
25/06/2024,01/06/2024,Appliance Cover,fast efficient and no hassle,LABEL_0,0.937,en,True,False,0.9
26/06/2024,01/06/2024,Unknown,Great service great engineer would like to use Darren once a year great guy,LABEL_0,0.931,en,True,False,0.9
26/06/2024,01/06/2024,Gas Products,Prompt service. Good info. Didn’t like £60 call out fee up front,LABEL_0,0.606,en,True,False,0.9
26/06/2024,01/06/2024,Unknown,Quick and effective,LABEL_0,0.934,en,True,False,0.9
26/06/2024,01/06/2024,Gas Products,"A very welcoming , friendly serviceman ,  he seemed very thorough checking our boiler. ",LABEL_0,0.936,en,True,False,0.9
26/06/2024,01/06/2024,Unknown,It was a very quick service,LABEL_0,0.937,en,True,False,0.9
26/06/2024,01/06/2024,Gas Products,"Appointment made for Annual service very easyEngineer arrived on time agreed, very friendly . Did the service , filled in paperwork.Good experience Thank you",LABEL_0,0.897,en,True,False,0.9
26/06/2024,01/06/2024,Unknown,Polite friendly efficient ,LABEL_0,0.93,en,True,False,0.9
26/06/2024,01/06/2024,Gas Products,The engineer was on time. Informed me what he was doing.,LABEL_0,0.938,en,True,False,0.9
26/06/2024,01/06/2024,Unknown,Polite engineer very efficient ,LABEL_0,0.932,nl,False,False,0.45
26/06/2024,01/06/2024,Gas Products,We had a water leak in our boiler on a Sunday.  The technician was out within the hour. The part was ordered on the Monday and repaired on Tuesday morning. ,LABEL_0,0.929,en,True,False,0.9
26/06/2024,01/06/2024,Gas Products,I had no hot water. I phoned Corgi home plan and the lady I spoke to was really very helpful and the plumber was at my house the same day. I have no complaints ,LABEL_0,0.937,en,True,False,0.9
26/06/2024,01/06/2024,Unknown,"Friendly, understood our needs efficient , would recommend engineer to friends & family ",LABEL_0,0.932,en,True,False,0.9
26/06/2024,01/06/2024,Gas Products,Boiler service was carried out efficiently. ,LABEL_0,0.927,en,True,False,0.9
26/06/2024,01/06/2024,Unknown,I have already don my review,LABEL_0,0.937,en,True,False,0.9
26/06/2024,01/06/2024,Gas Products,Absolutely brilliant engineer ,LABEL_0,0.93,en,True,False,0.9
26/06/2024,01/06/2024,Gas Products,Service carried out promptly and efficiently ,LABEL_0,0.924,en,True,False,0.9
26/06/2024,01/06/2024,Gas Products,"The representative I spoke to on the phone was cheerful, friendly and helpful. Our engineer was great. Rang when he said he would and arrived on time. Got the job snorted quickly and efficiently.",LABEL_0,0.936,en,True,False,0.9
26/06/2024,01/06/2024,Gas Products,Corgi fixed our problem quickly and efficiently. No quibble about the cost of the replacement parts. Excellent work and thank you Corgi. ,LABEL_0,0.936,en,True,False,0.9
26/06/2024,01/06/2024,Unknown,Arrived prompt,LABEL_0,0.925,en,True,False,0.9
26/06/2024,01/06/2024,Unknown,pleased with outcome about my query,LABEL_0,0.937,en,True,False,0.9
26/06/2024,01/06/2024,Gas Products,"Good communication, friendly and professional operative who fully explained necessary work.  ",LABEL_0,0.933,en,True,False,0.9
26/06/2024,01/06/2024,Gas Products,"The engineer came within allotted time, was polite helpful and caused no issues at all.",LABEL_0,0.937,en,True,False,0.9
26/06/2024,01/06/2024,Gas Products,"The engineer kept me well informed of the service visit, arrived promptly, completed the job, explained the report details and ensured that my house was left in the condition he found it.",LABEL_0,0.933,en,True,False,0.9
26/06/2024,01/06/2024,Gas Products,"Excellent service, friendly engineer ",LABEL_0,0.888,da,False,False,0.45
26/06/2024,01/06/2024,Gas Products,"Engineer arrived when expected.  Friendly, professional service.",LABEL_0,0.929,en,True,False,0.9
26/06/2024,01/06/2024,Unknown,Efficient and polite.,LABEL_0,0.937,en,True,False,0.9
26/06/2024,01/06/2024,Gas Products,The Engineer was efficient and carried out the work on time.,LABEL_0,0.937,en,True,False,0.9
26/06/2024,01/06/2024,Unknown,"Engineer was on time, courteous and helpful. 5* service ",LABEL_0,0.931,en,True,False,0.9
26/06/2024,01/06/2024,Plumbing & Drains,You were very efficient in putting me in touch with a plumber. Mark at border gas who got in touch straight away& arrived at mine soon after thanks.,LABEL_0,0.937,en,True,False,0.9
26/06/2024,01/06/2024,Gas Products,The engineers were exellent and very efficient.,LABEL_0,0.935,en,True,False,0.9
26/06/2024,01/06/2024,Unknown,Great service ,LABEL_0,0.898,en,True,False,0.9
26/06/2024,01/06/2024,Gas Products,Booked appointment online and the engineer arrived as promised. A thoroughly professional approach and service performed by an experienced engineer. Well done.,LABEL_0,0.895,en,True,True,1.0
26/06/2024,01/06/2024,Gas Products,The engineer was friendly and explained what he was doing. Everything was quick and efficient ,LABEL_0,0.937,en,True,False,0.9
