Date,Year-Month,Review,Product Categorisation_sentiment_score,Product Categorisation_reason,Overall Sentiment_sentiment_score,Overall Sentiment_reason,Appointment Scheduling_sentiment_score,Appointment Scheduling_reason,Customer Service_sentiment_score,Customer Service_reason,Response Speed_sentiment_score,Response Speed_reason,Engineer Experience_sentiment_score,Engineer Experience_reason,Solution Quality_sentiment_score,Solution Quality_reason,Value for Money_sentiment_score,Value for Money_reason
12/01/2025,01/01/2025,"British Gas Been without hot water or Heating since Thursday!  - I phoned and reported fault with my meter stating ""Battery Fail"" to be told that the escalations team would email/contact me with an appointment.... I'm still waiting to hear! I am on the priority register as got breathing issues, Seriously, how long does it take!??",85,Energy,-80,"The review expresses significant frustration and dissatisfaction with the service provided by British Gas, highlighting a lack of communication and urgency in addressing a critical issue (lack of hot water and heating) that affects the reviewer's health. The strong negative emotions conveyed indicate an extremely negative sentiment overall.",-80,"The review expresses significant frustration and dissatisfaction with the lack of communication and delays in scheduling an appointment, especially given the urgency of the situation due to the customer's health issues.",-80,"The review expresses significant frustration with the customer service, highlighting a lack of timely communication and assistance despite being on a priority register. The use of exclamation marks and rhetorical questions indicates a strong negative sentiment towards the service received.",-80,"The review expresses significant frustration and disappointment regarding the slow response from British Gas after reporting a fault. The customer feels neglected, especially given their priority status due to health issues, indicating a very negative sentiment towards the response speed.",-80,"The review expresses significant frustration and dissatisfaction with the lack of communication and timely response from the service team, indicating a poor experience with the engineer's support. The mention of being on a priority register due to health issues further emphasizes the urgency and disappointment in the service received.",-80,"The review expresses significant frustration with the lack of timely communication and resolution regarding the heating and hot water issue. The mention of being on a priority register due to breathing issues further emphasizes the urgency of the situation, leading to a very negative sentiment regarding the quality of the solution provided.",-80,"The review expresses significant frustration and dissatisfaction with the service provided by British Gas, particularly regarding the lack of timely communication and resolution of the heating issue. This indicates a poor perception of value for money, as the customer feels neglected despite being on a priority register."
13/01/2025,01/01/2025,"I'm in hospital after having a lung removed, been here for a week and apparently I've used over 45 pounds of gas in that week and there's no-one home or heating on and no one is running the hot weather, your apps are useless and your call center is worse , I have no way of knowing what's happening or how to fix it. Not good having stress and a lung removed",90,Energy,-90,"The review expresses extreme frustration and dissatisfaction with the service, highlighting issues with the gas usage and the inadequacy of customer support. The mention of personal health struggles adds to the negative sentiment, indicating a very poor experience overall.",-90,"The review expresses significant frustration and dissatisfaction with the service, particularly highlighting the inability to get assistance or information regarding the gas usage. The mention of being in the hospital and dealing with stress adds to the negative sentiment, indicating a very poor experience with appointment scheduling or customer support.",-90,"The review expresses extreme frustration with the customer service, describing the call center as ""worse"" and the apps as ""useless."" The overall tone indicates a high level of dissatisfaction, especially given the stressful circumstances of the reviewer’s health situation.",-90,"The review expresses extreme frustration with the response speed of the service, highlighting the inadequacy of the call center and the lack of timely assistance during a stressful time. The use of phrases like ""useless"" and ""worse"" indicates a very negative sentiment regarding how quickly the contractor responded to the customer's needs.",-90,"The review expresses significant frustration and dissatisfaction with the service provided, particularly highlighting the ineffectiveness of the apps and the call center. The mention of being in the hospital and dealing with stress further amplifies the negative sentiment regarding the engineer's experience, as there is an implication that the situation is not being resolved adequately.",-90,"The review expresses extreme frustration with the lack of effective solutions provided by the service, highlighting the inadequacy of the apps and the call center. The customer's situation is exacerbated by their health condition, leading to a very negative sentiment regarding the quality of solutions offered.",-80,"The review expresses significant frustration regarding the high gas usage and the lack of support from the service provider, indicating that the customer feels they are not receiving good value for the money spent. The mention of stress during a difficult time further emphasizes the negative sentiment towards the perceived value."
13/01/2025,01/01/2025,"Andy Goodall Similar situation - used loads of gas during 9 days when my elderly mother was not home. Fluctuating readings that British Gas have failed to explain thus far. Keep being told to send in weekly readings, despite being on a smart meter. #notgoodenough",85,Energy,-70,"The review expresses significant frustration and dissatisfaction with the service provided by British Gas, highlighting issues with gas usage and poor communication. The use of phrases like ""not good enough"" indicates a strong negative sentiment overall.",-50,"The review expresses frustration with the service provided by British Gas, particularly regarding the lack of clarity and communication about the fluctuating readings. While it does not directly address appointment scheduling, the overall negative sentiment suggests dissatisfaction with the service process, which can include scheduling issues.",-80,"The review expresses significant frustration with the customer service provided by British Gas, highlighting a lack of explanation for fluctuating readings and dissatisfaction with the repeated requests for weekly readings despite having a smart meter. This indicates a very negative sentiment towards customer service.",-70,The review expresses frustration with the slow response from British Gas regarding the fluctuating readings and the need to send in weekly readings despite having a smart meter. This indicates a negative sentiment towards the response speed of the service.,-50,"The review expresses frustration with the service provided by British Gas, particularly regarding the lack of explanation for fluctuating readings and the repeated requests for weekly readings despite having a smart meter. This indicates a negative experience with the engineer's service, leading to a score reflecting dissatisfaction.",-80,"The review expresses significant frustration with the lack of explanation and resolution from British Gas regarding fluctuating readings and excessive gas usage. The phrase ""not good enough"" indicates a strong dissatisfaction with the quality of the solution provided.",-80,"The review expresses frustration with high gas usage and poor communication from British Gas, indicating a lack of perceived value for the money spent on gas services. The mention of ""not good enough"" further emphasizes dissatisfaction with the overall value received."
13/01/2025,01/01/2025,"British Gas I have just done this. Thank you, Karen.",0,Unknown,50,"The review expresses a positive sentiment with a simple thank you, indicating satisfaction with the service. However, it lacks detail, which prevents it from being rated higher.",0,The review does not provide any information regarding the appointment scheduling process; it simply expresses gratitude without any sentiment related to scheduling.,80,"The review expresses gratitude towards Karen, indicating a positive experience with customer service. The phrase ""Thank you"" suggests satisfaction, leading to a high sentiment score.",100,"The review indicates a positive experience with the response speed, as the customer expresses gratitude and satisfaction with the service provided by British Gas, suggesting that their inquiry was addressed promptly.",0,The review is neutral and does not provide any specific feedback regarding the engineer's experience. It simply expresses gratitude without any details about the service received.,0,The review is neutral as it does not provide any specific feedback about the quality of the solution provided by British Gas. It simply expresses gratitude without elaborating on the effectiveness or quality of the service.,0,The review does not provide any information regarding the value for money aspect; it is simply a thank you note without any evaluative content.
13/01/2025,01/01/2025,"(Your bot has answered, so I don't know if it got through... )",0,Unknown,0,"The review expresses uncertainty about whether the message was received, indicating a neutral sentiment without any positive or negative feelings conveyed.",0,"The review does not provide any clear indication of positive or negative sentiment regarding appointment scheduling. It expresses uncertainty about whether the communication was successful, which results in a neutral sentiment.",0,The review does not express any clear positive or negative sentiment regarding customer service; it simply indicates uncertainty about whether the message was received.,0,"The review expresses uncertainty about whether the bot's response was received, indicating a neutral sentiment regarding response speed. There is no clear positive or negative sentiment conveyed.",0,"The review does not provide any information regarding the engineer's experience, making it neutral in sentiment.",0,"The review does not provide any specific feedback regarding the quality of the solution offered by the contractor. It expresses uncertainty about whether the message was received, which does not indicate a positive or negative sentiment towards the solution quality.",0,"The review does not provide any specific information regarding the value for money, making it neutral in sentiment. There are no positive or negative indicators present."
13/01/2025,01/01/2025,"British Gas Yes - but I am still not clear on why my mother's daily readings on the BG portal online should fluctuate so much - particularly on the days where she was not home and the heating was turned on the same low level throughout. She has no other gas appliances and is now too scared to put the heating on because it is currently registering GBP8+/day or 134kw, when she would normally have max 80kw. I am not convinced that the meter is correct.",90,Energy,-60,The review expresses significant concern and frustration regarding the fluctuating gas readings and the impact it has on the customer's mother's ability to use heating. The mention of fear and doubt about the meter's accuracy indicates a negative sentiment towards the service provided.,0,"The review does not address appointment scheduling at all. It focuses on concerns about fluctuating gas readings and the accuracy of the meter, which are unrelated to the scheduling aspect. Therefore, the sentiment is neutral regarding appointment scheduling.",-50,"The review expresses frustration and concern regarding the fluctuating gas readings and the lack of clarity provided by British Gas. The mention of the customer's mother being scared to use the heating indicates a negative experience with the service, particularly in terms of communication and support.",-50,The review expresses frustration and confusion regarding the fluctuating gas readings and the lack of clarity from British Gas. The mention of the mother's fear to use the heating due to high costs indicates a negative sentiment towards the responsiveness and clarity of the service provided.,-50,"The review expresses significant concern and frustration regarding the fluctuating gas readings and the implications for the user's mother's heating usage. While it does not directly address the engineer's performance, the overall dissatisfaction with the service and the fear it has instilled in the customer suggests a negative sentiment towards the experience related to the engineer's work.",-60,The review expresses significant concern and dissatisfaction regarding the accuracy of the gas meter readings and the resulting high costs. The customer's lack of clarity and confidence in the solution provided by British Gas indicates a negative sentiment towards the quality of the solution offered.,-70,"The review expresses significant concern about the fluctuating energy readings and the high cost associated with heating, leading to a negative perception of value for money. The mention of the mother's fear to use heating due to high costs further emphasizes dissatisfaction with the perceived value."
13/01/2025,01/01/2025,How long does it take for British Gas to get back to me. I have sent and email and have now tried messenger. I have been waiting for 30 minutes so far on messenger for someone to reply to me.,0,Unknown,-70,"The review expresses frustration and dissatisfaction with the lack of response from British Gas, indicating a negative experience overall. The mention of waiting for a long time without a reply contributes to the strong negative sentiment.",-70,"The review expresses frustration and dissatisfaction with the response time for appointment scheduling, indicating a negative experience with the communication process.",-70,"The review expresses frustration and disappointment with the customer service response time, indicating a negative experience with the company's communication efforts.",-70,"The review expresses frustration and dissatisfaction with the slow response time from British Gas, indicating a negative sentiment regarding their response speed.",-80,"The review expresses frustration and dissatisfaction with the response time from British Gas, indicating a negative experience related to customer service rather than the engineer's performance directly. The long wait time and lack of communication contribute to a strongly negative sentiment.",-80,"The review expresses frustration with the lack of response from British Gas, indicating a poor experience with their solution quality, as the customer has been waiting for assistance without any reply.",-50,"The review expresses frustration with the lack of response from British Gas, which implies dissatisfaction with the service. Although it does not directly address value for money, the delay in communication can lead to a negative perception of the overall value received."
13/01/2025,01/01/2025,"British Gas - please can you explain why the Gas meter is registering very fluctuating readings even when the gas is turned low for 9 days and no one was at home? Right now, my mother is seeing usage of 134/kw day when her normal usage would be half that. It doesn't make sense. The ""smart meter"" apparently isn't at fault, and she has no other gas appliances, so the only rational reasons would be someone somehow siphoning off her gas, or fraud on your part. How do we go about getting this looked into, please?",90,Energy,-80,"The review expresses significant frustration and concern regarding fluctuating gas meter readings, suggesting potential issues of fraud or negligence. The tone is accusatory and indicates dissatisfaction with the service, leading to a strongly negative sentiment.",-80,"The review expresses frustration and concern regarding the fluctuating gas meter readings and the lack of clarity on the issue. The customer is seeking assistance and feels that there may be a serious problem, indicating a negative sentiment towards the service related to appointment scheduling and resolution of the issue.",-80,"The review expresses significant frustration and concern regarding the fluctuating gas meter readings and the lack of clarity from British Gas. The mention of potential fraud and the request for assistance indicate a negative experience with customer service, leading to a low sentiment score.",-80,"The review expresses frustration and concern regarding the fluctuating gas meter readings and the lack of clarity on the issue. The customer is seeking assistance and feels that there may be a serious problem, indicating a negative sentiment towards the response speed of British Gas in addressing their concerns.",-80,"The review expresses significant frustration and concern regarding the fluctuating gas meter readings and the lack of clarity on the issue. The mention of potential fraud and the request for an explanation indicates a negative experience with the service, particularly in terms of the engineer's ability to resolve the problem or provide satisfactory answers.",-80,The review expresses significant frustration and concern regarding the fluctuating gas meter readings and the lack of clarity on the issue. The mention of potential fraud and the request for a solution indicates a strong dissatisfaction with the current situation and the perceived inadequacy of the response from British Gas.,-80,"The review expresses significant frustration and concern regarding the fluctuating gas meter readings, which implies a lack of trust in the service provided by British Gas. The mention of potential fraud and the need for investigation suggests that the customer feels they are not receiving good value for their money, leading to a strongly negative sentiment."
13/01/2025,01/01/2025,"And just so you know: we have 'chatted' twice now - last week and this morning - each time being told to send in a photo of the meter reading -despite having a smart meter. Then got told to call the Meter Reading Team, which we did and they want us to send another photo next week. Sounds very much like the problem is just being shifted about like a hot potato until we give up.Judging by some of the comments below, my elderly mother is not the only one with unexplained erratic usage.",85,Energy,-80,"The review expresses significant frustration and dissatisfaction with the customer service experience, highlighting a lack of resolution and communication issues. The use of phrases like ""shifted about like a hot potato"" indicates a strong negative sentiment towards the overall handling of the situation.",-80,"The review expresses frustration and dissatisfaction with the appointment scheduling process, indicating a lack of effective communication and resolution. The mention of being passed around and the feeling of being ignored contributes to a strongly negative sentiment regarding this aspect.",-80,"The review expresses significant frustration with the customer service experience, highlighting repeated requests for the same information and a lack of resolution. The metaphor of being passed around like a ""hot potato"" indicates a strong negative sentiment towards the service provided.",-80,"The review expresses frustration with the slow and ineffective response from the contractor, indicating that the issue is being passed around without resolution. This reflects a very negative sentiment regarding the response speed.",-80,"The review expresses significant frustration with the communication and handling of the meter reading issue, indicating a negative experience with the service provided by the engineers. The mention of being passed around and the implication of poor service contribute to the low sentiment score.",-80,"The review expresses significant frustration with the lack of effective solutions provided by the contractor. The repeated requests for a photo of the meter reading, despite having a smart meter, indicate poor problem resolution and a feeling of being passed around without a satisfactory outcome. This leads to a negative sentiment regarding the quality of the solution offered.",-80,"The review expresses frustration with the service provided, indicating a lack of resolution and suggesting that the process is inefficient. This implies a poor value for money, as the customer feels they are not receiving adequate support or service for their efforts and time."
13/01/2025,01/01/2025,"Nice surprise this morning heating and hot water not working, next engineer tomorrow",90,Gas,-20,"The review expresses a negative situation regarding the heating and hot water not working, indicating dissatisfaction. However, the mention of an engineer coming the next day provides a slight positive note, leading to a mildly negative overall sentiment.",20,"The review indicates a minor inconvenience with the heating and hot water not working, but it also mentions that an engineer is scheduled for the next day. This suggests a positive aspect of prompt scheduling, although the initial issue creates a slightly negative sentiment.",20,"The review indicates a minor inconvenience with the heating and hot water not working, but it also mentions that an engineer is scheduled for the next day. This suggests a proactive response from customer service, leading to a slightly positive sentiment despite the initial issue.",50,"The review indicates a positive sentiment regarding the quick response to the issue, as the engineer is scheduled to come the next day. However, the initial problem of heating and hot water not working introduces a slight negative aspect, balancing the overall sentiment to a moderately positive score.",0,"The review expresses a neutral sentiment regarding the engineer experience. While it mentions an engineer will come tomorrow, it does not provide any positive or negative feedback about the engineer's past performance or the service itself.",-20,"The review indicates a problem with heating and hot water not working, which suggests dissatisfaction with the current situation. The mention of an engineer coming the next day implies a delay in resolving the issue, contributing to a negative sentiment regarding the quality of the solution provided.",0,"The review does not provide any information regarding the value for money aspect. It simply mentions a problem with heating and hot water, along with a scheduled visit from an engineer, which does not indicate whether the service is perceived as good or bad in terms of cost."
13/01/2025,01/01/2025,"British Gas = absolute joke. Customer service is the pits. A whole comedy of problems with my 82 year old mum's supply. The latest, actually been an on going saga for months, is that you can't read your own smart meter. Despite repeatedly being asked to send an engineer you had her again outside in the cold trying to read it manually. The advisor could not even advise how many digits to read!! Now you've asked for photos of the meter and then email them in. She did tell the advisor her age. Shockingly bad. As I said, this is only the latest problem. It'd be easy to do better, the bar is very low!!",85,Energy,-90,"The review expresses extreme frustration and dissatisfaction with British Gas's customer service, highlighting a series of ongoing problems and a lack of support for an elderly customer. The language used conveys a strong negative sentiment, indicating a very poor experience.",-90,"The review expresses extreme frustration with the appointment scheduling process, highlighting repeated failures to send an engineer and the ongoing issues faced by the customer's elderly mother. The language used indicates a strong negative sentiment towards the service provided, particularly in relation to the scheduling of appointments.",-95,"The review expresses extreme dissatisfaction with the customer service provided by British Gas, highlighting multiple issues and a lack of support for an elderly customer. The use of phrases like ""absolute joke"" and ""shocking bad"" indicates a very negative sentiment towards the customer service experience.",-90,"The review expresses extreme frustration with the slow and inadequate response from British Gas regarding the issues faced by the customer's elderly mother. The mention of repeated requests for an engineer and the lack of proper guidance indicates a significant delay in addressing the problems, leading to a very negative sentiment regarding response speed.",-90,"The review expresses extreme frustration with the engineer's inability to assist effectively, highlighting a series of ongoing problems and a lack of support. The mention of the engineer not being able to advise on how to read the meter and the situation of the elderly customer being left outside in the cold further emphasizes the negative sentiment regarding the engineer's experience.",-90,"The review expresses extreme dissatisfaction with the solutions provided by British Gas, highlighting ongoing problems and inadequate support for the customer's elderly mother. The mention of the advisor's inability to assist and the repeated need for an engineer indicates a failure in delivering effective solutions, resulting in a very negative sentiment regarding solution quality.",-90,"The review expresses extreme dissatisfaction with the service provided by British Gas, highlighting ongoing problems and poor customer support. The mention of the service being a ""joke"" and ""shockingly bad"" indicates a strong negative sentiment, suggesting that the value for money is perceived as very low."
29/01/2025,01/01/2025,British Gas no everyone has internet and email address older people don’t always have access they rely and phone calls. i will send over my email,0,Unknown,-30,"The review expresses frustration regarding the lack of accessibility for older people who may not have internet or email access. The mention of reliance on phone calls indicates a negative sentiment towards the service's communication methods, suggesting dissatisfaction with how the company accommodates all customers.",-30,"The review expresses frustration regarding the lack of consideration for individuals without internet access, particularly older people who rely on phone calls for appointment scheduling. This indicates a negative sentiment towards the appointment scheduling process.",-30,"The review expresses frustration regarding the lack of accessibility for older customers who may not have internet or email. This indicates a negative sentiment towards the customer service provided, as it suggests that the service does not accommodate all customers effectively.",-30,"The review expresses frustration regarding the lack of consideration for customers without internet access, implying that the response speed may be inadequate for those who rely on phone calls. This suggests a negative sentiment towards the responsiveness of the service.",0,"The review does not provide any specific feedback regarding the engineer's experience. It focuses on the accessibility of communication methods for older people, which does not reflect positively or negatively on the engineer's performance or interaction.",-20,"The review expresses frustration regarding the lack of consideration for customers without internet access, particularly older individuals. This indicates a perceived inadequacy in the solution quality provided by British Gas, as it does not cater to all customer needs effectively.",-30,"The review expresses frustration regarding the lack of accessibility for older people who may not have internet or email, implying that the service is not accommodating or providing good value for those customers. This suggests a negative sentiment towards the value for money aspect."
29/01/2025,01/01/2025,Sean Blencowe its been awhile the won’t come out until she pays £60 then don’t turn up for days leaving her waiting at home freezing cold waiting for not to turn up .,85,Gas,-80,"The review expresses significant frustration and disappointment with the contractor's service, highlighting issues such as delayed attendance and poor communication, which contribute to a very negative overall sentiment.",-80,"The review expresses significant frustration with the contractor's failure to show up for scheduled appointments, highlighting a lack of reliability and communication. The mention of leaving someone waiting in the cold further emphasizes the negative experience related to appointment scheduling.",-80,"The review expresses significant frustration with the contractor's customer service, highlighting issues such as requiring payment before service and failing to show up as promised, which indicates a very negative experience.",-80,"The review indicates a significant delay in response, with the contractor not turning up for days after payment. This creates a negative sentiment regarding the contractor's responsiveness.",-80,"The review expresses significant frustration with the engineer's reliability and communication, highlighting a negative experience with delays and lack of service, which strongly impacts the sentiment regarding the engineer's performance.",-80,"The review indicates significant dissatisfaction with the contractor's reliability and responsiveness, highlighting that they did not turn up after payment, which reflects poorly on the quality of the solution provided.",-80,"The review indicates dissatisfaction with the contractor's service, highlighting a lack of reliability and the requirement for upfront payment without delivering on the promised service. This suggests poor value for money."
31/01/2025,01/01/2025,"Sean Blencowe You aren't the only one - BG are appalling with terrible customer service as I am experiencing. Try getting a complaint addressed fairly and in a timely manner and you can find out how cruel their complaint 'managers' are - adding, in our case 1100KWh to our bill causing us to be billed for 99,000KWh which BG will not reverse. So, as a domestic user, a £43K monthly bill inbound...",95,Energy,-100,"The review expresses extreme dissatisfaction with the customer service and billing issues, highlighting a significant financial burden and a lack of resolution, indicating a very negative overall sentiment.",-100,"The review expresses extreme dissatisfaction with the customer service and complaint handling, indicating significant frustration and negative experiences related to scheduling and addressing issues. The mention of a massive billing error further emphasizes the severity of the negative sentiment.",-90,"The review expresses extreme dissatisfaction with the customer service, describing it as ""appalling"" and ""terrible."" The mention of experiencing cruelty from complaint managers and the inability to address issues fairly indicates a very negative sentiment towards customer service.",-90,"The review expresses extreme frustration with the slow and inadequate response to complaints, highlighting the negative experience with customer service and the significant billing issue. This indicates a very poor sentiment regarding response speed.",-100,"The review expresses extreme dissatisfaction with the customer service and complaint handling, indicating a very negative experience with the engineers or the service provided. The mention of a significant billing error and the frustration with the complaint process further emphasizes the negative sentiment.",-100,"The review expresses extreme dissatisfaction with the service provided, highlighting a significant issue with billing and the handling of complaints. The mention of a £43K monthly bill and the inability to resolve the issue indicates a complete failure in providing a satisfactory solution, leading to a very negative sentiment regarding the quality of the solution offered.",-100,"The review expresses extreme dissatisfaction with the billing practices and customer service, highlighting an outrageous monthly bill of £43K, which indicates a complete lack of value for money."
13/01/2025,01/01/2025,"Yes the customer service is pathetic.Ongoing complaints not addressed and in fact the raised points are totally ignored. Perhaps it might be better to actually employ people with a full understanding of English !.Last time I had to contact the CEO who still couldn’t find anyone competent, Ombudsman  again I think.",0,Unknown,-90,"The review expresses strong dissatisfaction with the customer service, highlighting ongoing complaints that are ignored and a lack of competent staff. The use of phrases like ""pathetic"" and ""totally ignored"" indicates a very negative overall sentiment.",-90,"The review expresses strong dissatisfaction with the customer service, indicating that ongoing complaints related to appointment scheduling are ignored. The mention of needing to escalate issues to the CEO further emphasizes the frustration with the scheduling process.",-90,"The review expresses strong dissatisfaction with the customer service, highlighting ongoing complaints that are ignored and a lack of competent staff. The use of words like ""pathetic"" and the mention of needing to escalate issues to the CEO further emphasize the negative sentiment.",-90,"The review expresses extreme dissatisfaction with the customer service, highlighting ongoing complaints that are ignored and a lack of competent responses. This indicates a very slow or inadequate response speed, leading to a highly negative sentiment.",-90,"The review expresses extreme dissatisfaction with the customer service and the competence of the staff, implying that the engineer's experience was inadequate and unhelpful. The mention of ongoing complaints and the need to escalate to the CEO further emphasizes the negative sentiment regarding the engineer's performance.",-90,"The review expresses strong dissatisfaction with the customer service and the handling of complaints, indicating that the solutions provided were inadequate and ignored. The mention of needing to escalate the issue to the CEO further emphasizes the lack of effective resolution, leading to a very negative sentiment regarding the quality of solutions offered.",-100,"The review expresses extreme dissatisfaction with customer service and ongoing complaints, indicating a complete lack of value for money. The mention of having to escalate issues to the CEO and the suggestion of involving the Ombudsman further emphasizes the negative experience, suggesting that the service received did not justify the cost."
13/01/2025,01/01/2025,I’m pretty fed up supplying details that are ignored.Not much point.,0,Unknown,-80,"The review expresses frustration and dissatisfaction with the service, indicating that the customer's concerns are being ignored, which contributes to a very negative overall sentiment.",-80,"The review expresses frustration with the appointment scheduling process, indicating that the details provided are ignored, which suggests a significant negative experience.",-80,"The review expresses frustration with the customer service, indicating that the details provided were ignored, which suggests a lack of responsiveness and support. This strongly negative sentiment reflects dissatisfaction with the service received.",-80,"The reviewer expresses frustration with the lack of attention to details they provided, indicating a significant delay or lack of responsiveness from the contractor. This strongly negative sentiment reflects dissatisfaction with the response speed.",-80,"The review expresses frustration and dissatisfaction with the communication and responsiveness of the engineer, indicating a negative experience overall.",-80,"The review expresses frustration with the contractor's inability to address supplied details, indicating a significant dissatisfaction with the quality of the solutions provided.",-80,"The review expresses frustration about having to repeatedly supply details that are ignored, indicating a lack of value in the service received. This suggests that the customer feels they are not getting their money's worth, leading to a very negative sentiment regarding value for money."
16/01/2025,01/01/2025,British Gas do not care about us older customers. I am on the priority register and I still get treated like they don't care about my bills as long as they get our money.,85,Energy,-80,"The review expresses strong dissatisfaction with British Gas's treatment of older customers, highlighting feelings of neglect and frustration regarding billing issues. This indicates a very negative overall sentiment.",-80,"The review expresses strong dissatisfaction with the treatment of older customers regarding their bills and implies a lack of consideration in scheduling appointments, indicating a negative sentiment towards the company's customer service and prioritization.",-80,"The review expresses strong dissatisfaction with the customer service provided by British Gas, particularly in relation to how they treat older customers and their concerns about billing. The use of phrases like ""do not care"" and ""treated like they don't care"" indicates a significant negative sentiment towards the customer service aspect.",-80,"The review expresses significant frustration with the lack of care and responsiveness from British Gas towards older customers, indicating a very negative sentiment regarding their response speed and customer service.",-80,"The review expresses significant dissatisfaction with the treatment received from British Gas, indicating a lack of care and concern for older customers, which negatively impacts the perceived experience with the engineers.",-80,"The review expresses strong dissatisfaction with the service provided by British Gas, indicating that the solutions offered do not meet the needs of older customers. The mention of being on a priority register yet feeling neglected suggests a significant failure in the quality of the solutions provided.",-80,"The review expresses strong dissatisfaction with the perceived lack of care from British Gas regarding billing, particularly for older customers. This indicates a negative sentiment towards the value for money, as the customer feels their needs are not being prioritized despite being on a priority register."
18/01/2025,01/01/2025,I moved out of my flat on the 6th of October with thousands in credit to British Gas and yet it's the 18th of January and I still haven't had it back yet. They keep telling me lies on the phone that the money will come in 3-5 days but then it never does. They have 42 days to produce a final bill and 10 further days to provide the money and they have missed every single deadline. I have called their customer services team so many times now and asked to speak with managers etc. Nothing works. I have an open case with the energy ombudsman but it takes so long. Has anyone got any ideas how to get this moving?,95,Energy,-90,"The review expresses extreme frustration and dissatisfaction with the service provided by British Gas, highlighting issues such as delays in receiving a refund, unfulfilled promises, and ineffective customer service. The overall tone is negative, indicating a very poor experience.",-100,"The review expresses extreme frustration and dissatisfaction with the customer service and the inability to resolve the issue of getting a refund. There is no mention of appointment scheduling, but the overall negative experience with customer service suggests a complete lack of reliability and efficiency, leading to a score of -100.",-90,"The review expresses extreme frustration and dissatisfaction with the customer service provided by British Gas. The reviewer mentions being misled multiple times, having to make numerous calls without resolution, and the involvement of the energy ombudsman due to the lack of response, indicating a very negative experience with customer service.",-90,The review expresses significant frustration with the slow response and lack of resolution from British Gas regarding the refund process. The mention of missed deadlines and ineffective customer service interactions indicates a very negative sentiment towards the company's response speed.,0,"The review does not mention any experience with an engineer, focusing instead on issues with customer service and billing delays. Therefore, it cannot be assessed positively or negatively regarding the 'Engineer Experience' aspect.",-90,"The review expresses significant frustration and dissatisfaction with the lack of effective solutions provided by British Gas regarding the refund process. The reviewer mentions repeated lies from customer service and missed deadlines, indicating a poor quality of solutions offered.",-90,"The review expresses significant frustration regarding the delay in receiving a refund from British Gas, indicating a poor value for money experience. The reviewer feels misled and has not received the expected service, which heavily impacts their perception of value."
18/01/2025,01/01/2025,I don't think Ann Layne is British gas,0,Unknown,-50,"The review expresses confusion or dissatisfaction regarding Ann Layne's association with British Gas, indicating a negative sentiment towards the overall experience or perception of the service.",-50,"The review suggests confusion or dissatisfaction regarding the identity of the service provider, which implies a negative experience with appointment scheduling or communication.",-50,"The review expresses confusion or dissatisfaction regarding the identity of Ann Layne in relation to British Gas, which implies a negative experience with customer service, leading to a score that reflects a significant level of discontent.",-50,"The review implies a lack of clarity or confusion regarding Ann Layne's association with British Gas, suggesting a negative experience related to response speed or communication. The uncertainty indicates a delay or inadequate response, leading to a negative sentiment.",-50,"The review expresses confusion or dissatisfaction regarding the identity of the engineer, suggesting a negative experience with the service provided.",-50,"The review expresses confusion or dissatisfaction regarding the identity of Ann Layne in relation to British Gas, suggesting a lack of clarity or effectiveness in the service provided. This indicates a negative sentiment towards the solution quality.",-50,"The review expresses confusion or dissatisfaction regarding the identity of Ann Layne in relation to British Gas, which implies a negative perception of value for money. The lack of clarity suggests that the customer feels misled or uncertain about the service, leading to a below-neutral sentiment."
18/01/2025,01/01/2025,The cause of the cost of living crisis...,0,Unknown,-50,"The review expresses a negative sentiment regarding the cost of living crisis, indicating dissatisfaction or concern about the situation. The phrase suggests frustration, which contributes to a moderately negative score.",0,"The review does not provide any information regarding appointment scheduling; it focuses on a broader topic unrelated to the aspect in question. Therefore, it is neutral.",0,"The review does not provide any information regarding customer service; it focuses on a broader issue unrelated to the contractor's service. Therefore, it is neutral in sentiment concerning customer service.",0,"The review does not provide any information regarding the response speed of the contractor. It focuses on a broader issue unrelated to the contractor's performance, resulting in a neutral sentiment score.",0,The review does not provide any information regarding the engineer's experience; it focuses on a broader topic unrelated to the contractor's performance or expertise.,0,The review does not provide any information regarding the quality of the solution offered by the contractor. It focuses on a broader issue (the cost of living crisis) without addressing specific solutions or their effectiveness.,-50,"The review implies dissatisfaction with the cost of living, which suggests a negative sentiment towards value for money, even though it does not directly mention a contractor's pricing. The context indicates a broader concern about expenses, leading to a lower score."
