Review,Company
The plumber was excellent. We couldnt fault him. However we were disappointed that we phoned about our leak on the Thursday and Homeserve said the earliest anyone could come out was the following Tuesday unless it got worse.  The ceiling was already starting to bow,HomeServe
"I was quite excited to join it, I had a issue with the mixer tap. The plumber wasn't very helpful. I told him that I have joint problem so the mixer with a rotating tap would not be helpful. Even though the twist tap was available on a cheaper price at the Screwfix the plumber had decided to go ahead and buy the rotation one. Even I didn't had a feedback message from homeServe. That was a surprise. ",HomeServe
Came out the same day as I reported my leaking toilet. Replaced part and fixed the problem. Great service. ,HomeServe
Very efficient service. Engineer arrived to unblock drain within 3 hours of reporting the problem ,HomeServe
"The engineer was thorough at what he did.EG.. checked the system, to identify what caused theheavy noise , during. Filling of the cold water tank.",HomeServe
"I had excellent service from the plumber who attended to sort out the plumbing problem in my bathroom.He rang before he came advised how long he would be and arrived on time. He was very polite and helpful he could not have been nicer. He did an excellent job very clean worker, I cannot stress enough how good he was and could you please thank him for taking the stress out of a worrying situation for me.",HomeServe
"Come to fix tap put it back with an old rusty screw other 2 holes left , ask to make a complaint not heard nothing  , people who saw the work said there kids could have done better wouldnÃ¢â‚¬â„¢t recommend ",HomeServe
"Straightforward and timely response by Home Serve.Appointed plumber confirmed attendance in advance, very courteous and knowledgeable. Sorted the issue without any problem and provided all necessary assurances. Excellent all round service.Thank you.",HomeServe
Great service and quick response to our blocked drain. Friendly & professional engineers.,HomeServe
"The Plumber arrived the next day as promised, found the fault and showed me how to deal with it.  It was a space at the bottom of the shower window that had caused the leak.  It was good to know quickly.It would have been helpful to have a half-day window rather than a full day one.",HomeServe
"The appointment booking process, along with the punctual arrival of the plumber, resulted in a comprehensive inspection of the leak. It was admirable to see him taking the necessary precautions, such as covering his shoes before entering the house. A job well done.",HomeServe
The plumber kept at the problem  until the drain was flowing freely rather than just shifting enough of the blockage to allow water to trickle through,HomeServe
"Phoned 30 mins prior to appointment.Was polite, and respectful of property, put on overshoes, so no wet floors as it was raining outside. Clearly advised me of my options for my dripping tap. Completed the work and cleared up afterwards  ",HomeServe
We called you out in December and January.The first time it took 2 hours for you to get back to us with an appointment time.With water running down the walls we had to get another plumber.The second time you charged us the the Ã‚Â£30 but your plumber could not do the job.Again we got another plumber in to repair the leak.,HomeServe
"The plumber arrived on time, explained the reason that the system was leaking due to the incorrect fitting of the cistern and explained what was needed to stop it a#happening again in the future. ",HomeServe
The plumber that visited my house fitted the free issue bathroom taps but did not check the cold water in-line turn off tap and the leak after fitting came through the ceiling having to prompt another visit to remedy.Badly staining my kitchen ceiling. This has been repaired but need not have happened if a pressure check had been conducted.,HomeServe
"The work was done quickly and efficiently, although we did have to wait a few days between reporting the problem and the plumber attending",HomeServe
"My blocked drain took over a week to be fixed. My appointments were cancelled three times all at the very last minute, communication was nonexistent with all but one being when I phoned to check when the engineer was going to turn up. When the engineer did turn up he was professional and very thorough.",HomeServe
Very easy website for booking appt Extremely quick response time with calls from plumber as promised with an accurate ETA. Informative explanation from plumber about the job done so altogether a five star service. ,HomeServe
"We paid our excess of Ã‚Â£30 the engineer turned up and said did no why he was called out as could not see a leak , but that was why we called them out as Severn Trent told us using excessive water and not outside !!!! We are contacting a company called aspect who do proper leak searches , so why did we pay Ã‚Â£30 and what is the point of homeserve ???? Severn Trent have fitted a new meter !!!!! No actual investigation took place !!! ",HomeServe
Got a sameday appointment. The plumber was very helpful and informative in explaining what the issue could have been but unfortunately he was not able to repair the issue as the toilet had stopped leaking. Advice given again to keep an eye if it leaks again then to call again.,HomeServe
"Very good but there is a lip one the sewage pipe the needs addressing, the chap was very thorough ",HomeServe
Very nice guy who came to do my stop tap very polite and professional respected my property would highly recommend this company,HomeServe
Easy to use communication with friendly people offering a fast quality service. The water leak was dealt with quickly and efficiently without fuss by professional people.,HomeServe
A night or more without water due to a sewerage block was surprisingly rectified within a couple of hours of calling for the service. The engineer who came was extremely efficient and friendly. Thankyou.,HomeServe
"Fast appointments, friendly staff, and they kept coming back until it was fixed.Would be even better if full dismantling and reinstatement were covered.",HomeServe
Initial contact by phone answered efficiently and timely.Quick response to water leak from external supply pipe.Work completed as scheduled on the day and within the time limit.Nearest neighbours are well satisfied with service provided.,HomeServe
the chap who came to repair our tap was very efficientinformative and pleasant. he also was mindful of our carpets by wearing liners in his shoes.thanks,HomeServe
The engineer arrived on time and quickly sorted the problem with my bathroom. Very pleased with the service we received.,HomeServe
Sympathetic lady on phone who listened to me and booked for plumber that evening. He came within timescale and was really friendly and sorted the plumbing out. ,HomeServe
"We have been with HomeServe emergency plumbing for a couple of years now. They have sorted out past issues quickly and efficiently and to our total satisfaction. Our most recent issue was a serious water mains leak from our upstairs bathroom sink that caused a dangerous crack throughout our kitchen ceiling (it happened really quickly!) and HomeServe moved appointments around to get to us as quickly as possible. Once the engineer arrived, we discovered that our ceiling in our kitchen was made of Artex (asbestos coating) and the engineer could not examine the problem without an asbestos removal company removing the very damaged ceiling. This took several days, but HomeServe took care of us every step of the way and we are now back in our home with our plumbing fixed by HomeServe. We are now contacting our home insurance company to repair the damaged ceiling, but we are forever grateful to HomeServe for sorting out what turned out to be an extremely complicated plumbing problem. ",HomeServe
"The whole process was easy, the plumber called before he arrived and kept us informed all through the work.",HomeServe
Very efficient in all aspects of plumbing ,HomeServe
The plumber who came was good at his job but was sadly lacking in any customer service skills. The job was completed but all he appeared interested in was getting to his next job. See no,HomeServe
Had a leak from my washing machine. Sent a person out very quickly and that person certainly knew what it was so quickly. A washer had come out of a tube and the man had one in his van. Leak sealed. An excellent job done. I ,HomeServe
"I was promised from the customer care that the leak was covered. Took the payment and booked appointment. The plumber just took the picture of the leak and said they won't cover it.I am not sure why the pictures were not requested at the initial claim. Clearly,  the person said they would do the repair and payment taken. When called back, the customer service team were unhelpful. I am feel like I have been scammed. Waste of time and money.  ",HomeServe
An efficient and pleasant plumber turned up and sorted the problem as arranged.,HomeServe
Prompt service. From the first contact to the job being fixed was excellent.The plumber was polite and respectful during the visit.,HomeServe
Easy to book a callout and contractor arrived on time and unblocked the drains. Friendly and helpful guy. ,HomeServe
Had a leaking upstairs toilet. Plumber came round next day stripped and replaced the cistern mechanism and tested all ok.,HomeServe
Very prompt turnout to fix my outdoor tap. First class.,HomeServe
"Had a water leak, 2 Gentlemen, Pete & Richard, fixed the issue. They were very knowledgeable, professional in their work and gave great advice on other faults.Thank You.",HomeServe
"Apart from cancelling the appointment twice, the engineers were excellent, very polite and professional whilst dealing with the blocked toilet.The leak under the sink was a separate issue, again, excellent service.",HomeServe
Very professional from both the plumber and engineer. They put my mind at rest reference a leak reported by my water provider.,HomeServe
"Plumber rang to say he was on his way.Very professional, pleasant. Completed the job in a professional way.Tidied up after himself.",HomeServe
The service was very good but I have still got leaks ,HomeServe
"The short flush button on the toilet was sticking and not working in Nov 2023. I thought that I had arranged for a plumber to come the next day. This did not happen. Furthermore, the excess had been deducted twice from my bank account and it is only recently that I have been reimbursed from the bank.The next day, 3rd Nov., I managed to book a plumber but had to pay a further excess. The plumber decided a new push button & siphon was needed. He couldnÃ¢â‚¬â„¢t find the parts & checked with HQ who decided that we needed to source the parts at our expense.We did this but had to purchase the complete cistern.A different plumber fitted the parts shortly afterwards. The flush was now working. A few weeks later small quantities of water began to appear on the floor which became progressively larger. The cabinet around the cistern became swollen. Homeserve were contacted and another excess of Ã‚Â£30 paid. The plumber decided the seal at the bottom of the cistern had moved out of position and allowed water to escape & it was replaced from the parts originally purchased. Everything seems to be working now. After these incidents, the toilet system will need refurbishment.This incident has served to show that Homeserve is an inefficient organisation that has failed to to honour its commitment to pay for parts.",HomeServe
"Ease of contact and arranging a plumber to call. He arrived on the date and within 10 minutes fixed the leak as he didn't have to take the cistern down, ",HomeServe
The on-line booking was straightforward and easy to navigate.  The plumber was on time and very polite and respectful of the property.  He was booked in to do two jobs and carried out his jobs in a professional manner and tidied up when he was finished.  Would definitely recommend Homeserve.  ,HomeServe
The problem with my Kitchen Sink Drain was repaired efficiently and professionally by your operative. He also gave me information to solve a problem that I hadwith my mixer tap.,HomeServe
A really nice friendly engineer arrived to fix my leaking radiator. Of course the radiator chose not to leak while he was in my home so he was unable to do anything Ã¢â‚¬Â¦ next morning the leak appeared again! ,HomeServe
"Great plumber, on time, knowledgeable and explained everything very well. ",HomeServe
The technician (Peter) was pleasant and knowledgeable. He soon found the cause of the water leak. The panelling in the bathroom had to be removed to access the problem which he was able to fix. The panels were all put back and resealed. The bathroom was left clean and tidy. I was most impressed by the service given.,HomeServe
"The leak under the sink unit was repaired, thankyou.I was disappointed however that I was requested to pay another Ã‚Â£30 excess to repair a dripping tap in the bathroom.",HomeServe
"It was not till the third person came 6days later that they jetted my drain. But all the people that came tried their hardest to help me, and were friendly. I think the people that sort the jobs should make sure the van has the right equipment on to do the relevant job.",HomeServe
Blocked drain and home serve were quick and efficient in sorting out the problem.,HomeServe
No problems getting an appointment which had to be delayed by a few days because of an emergency elsewhere.   All went smoothly and Homesrve arrived on time and did the job and cleared my blocked drain.Everyone was polite and helpful.Thanks.,HomeServe
"I expected lots of questions and reasons why I wasn't entitled to a claim however I was very pleasantly surprised. One phonecall and an engineer was sent out to investigate.  He was really knowledgeable and helpful.  The fault turned out to be the responsibility of the water company but no one made me feel that I had wasted their time and the engineer advised me on what to say when I contacted them. Great customer service, thank you Homeserve. ",HomeServe
Engineer that attended was very thorough in leak detection and also very committed to providing satisfactory solutions.  Nothing was too much trouble.,HomeServe
"I had a problematic water leak. The service was impeccable, problem solved within 5 hours.",HomeServe
"failure to diagnose plumbing leak,resulting in damage to kitchen ceiling.",HomeServe
"No hassle, leak fixed, part replaced. All sorted! Thank you",HomeServe
We discovered a nasty backflow from a drain which was spreading over our drive. Called Homeserve and had an appointment same day and it was cleared up immediately.,HomeServe
job well done left everything tidy arranged collection of old pipes for next day but arrived later same day ,HomeServe
"Great, repaired the leak the next day, even found another and repaired that while he was here",HomeServe
Plumber arrived the same day. Called to advise was on route and when he should be there. Kept the work area clean and tidy and was respectful of carpets. Completed the work quickly. Excellent service.,HomeServe
Very professional did job of fixing outside drain which was broken quickly digging down and cleaned up the area as if nothing had been done Ã°Å¸â€˜Â ,HomeServe
The was no fix when homeserve turned up. The chap did nothing. DonÃ¢â‚¬â„¢t even to unblock the drain.,HomeServe
"Excellent service.Needed to book two slots on the same day, Homeserve rang me to help with this!  Plumber came out on a Sunday, wasnÃ¢â‚¬â„¢t an emergency. Replaced what was needed without any hassle. Quick, easy, clean and efficient. Thank you ",HomeServe
"Came on time , and in the day stated. Plumber very pleasant and polite. Would have been 5 stars but the tap does not seem as robust as the one replaced. ",HomeServe
"Excellent service, superb plumber very friendly. I needed a kitchen sink tap changed options were provided for the replacement m, very quick and efficient ",HomeServe
The engineer was unable to solve the problem of a poorly installed drain away pipe but instead told us what to do,HomeServe
Quick response and excellent effort by the plumber.,HomeServe
"IÃ¢â‚¬â„¢ve been really impressed with this service. I didnÃ¢â‚¬â„¢t think I would need to use them, but have had several stop taps fail in succession and IÃ¢â‚¬â„¢m rather embarrassed by the number of times IÃ¢â‚¬â„¢ve had to call them out.On each occasion the booking process has been straightforward, their people have turned up when they said they would (phoning me an hour beforehand so I can be ready) and have done the work well and with minimum of fuss.I was particularly impressed by the fact that they put protectors over their shoes before walking across my carpets !CanÃ¢â‚¬â„¢t recommend this service highly enough. ",HomeServe
"I have tried to make 3 claims on this policy and all have been rejected by Home Serve saying they are not covered. This latest one is for the temperature control on the shower. How can showers not be considered under plumbing and not be covered?? Will not be renewing, so disappointed. ",HomeServe
"I called Homeserve due to a leak at my rental property. The engineer/plumber arrived at the agreed-upon time but claimed it had been ""fixed"" after only 10 minutes. He left without turning the water back on or verifying the repair. Consequently, I called Homeserve again to have the issue addressed.I was assured that someone would arrive by 10:00 PM. When I called at 9:45 PM to inquire about the delay, I was informed they were still on their way. However, at 10:00 PM, no one arrived. Upon calling again, I was advised that no one could come until midnight.Although they called at midnight, they informed me they needed to reschedule. Despite having landlord insurance to cover such situations, it was rendered useless as I had to call another plumber who arrived within 3 hours of contacting them. He confirmed that Homeserve had never even attempted a repair.I requested compensation from Homeserve, but they showed no concern and offered no assistance. Consequently, I am now dealing with an angry tenant and I am out of pocket because Homeserve failed to communicate or provide help.I wouldn't recommend them to anyone. ",HomeServe
"The day I reported my leak all the computer systems were 'down' and no appointments could be made. I was told they would call me back within 24 hours, which they did not. I rang again and an appointment was made for later that day. The plumber was efficient and professional. ",HomeServe
"From ringing claim line to tap being replaced whole process was really simple and easy. Engineer booked in within 48 hours and turned up on time and rang before visiting. Solved problem and replaced whole mixer tap, done quickly and no mess.",HomeServe
"It was easy to book the appointment, the problem was solved, the plumber was knowledgeable and friendly. I have not had any issues since. ",HomeServe
The plumber was on time kept me aware of his arrival and completed the job and explained to me clearly what he had done.,HomeServe
Our appointment was made very quickly and the plumber that came out was very professional and friendly. He sorted our problem out and even helped us with a further one,HomeServe
"Second engineer to visit absolutely set to work, despite not having jetter equipment. He worked hard and fixed the problem, showing skill, attention and commitment to sorting the problem. Very impressed. Stark contrast to first engineer who wouldnÃ¢â‚¬â„¢t get on with it because he didnÃ¢â‚¬â„¢t have jetter and scampered off after five minutes with excuses. So a mixed experience overall. Some engineers problem solvers and some idle technicians. ",HomeServe
"The plumber sent to fix our leak was very professional and quick. We were disappointed at the response time to answer our call and the lead time before he could arrive,",HomeServe
"A speedy and efficient service. A water leak from the ceiling was located and dealt with by a pleasant and courteous workman, who was respectful of property. A difficult job requiring removal of an area of ceiling and flooring.",HomeServe
"It was great to see a plumber who had attended before who understood the system in the property. Anthony was professional, courteous and is very knowledgeable. Excellent service from booking to the conclusion to the visit. Thank you.",HomeServe
"They made my drainage problem a priority as we had sewer water up the side of the house.  The engineer was friendly, courteous and helpful and managed to sort out the problem, however thinks the problem is coming from elsewhere in the shared drain and I feel it will recur quite soon. ",HomeServe
Glad & Able to be back with Homeserve; always excellent plumbers/staff & service,HomeServe
"   The appointment was booked on Friday between 17-22 pm. I receved a phone call around 19:30 to be informed that is not engineer available for that day and they will re-book another day. I wasn't happy at all, because i swap a shift at work for that day. The lady she phoned me wasn't very professional, when i told her that I am not happy she hang up very quick. The engineer said is noting wrong with the toilet and left. My toulet still the same after he told me to put some descale. ",HomeServe
First call was for the Friday but got a call to say the that my visit was  cancelled and would call on Sunday . Called on Sunday as arranged and a excellent job was done. New tap fitted and all is well. Very pleasent enginer. Fixed in less than a hour.,HomeServe
"If it was possible to leave no stars I would. What a shocking service this company provides. My 84 year father has been treated appallingly and I would advise anyone who relies on a service to protect your loved ones this is not the service to rely on. The first time called out end of January. Called Feb 27th because of the same issue appointment made for Friday 1st March. On the same day Seven Trent Engineers (excellent by the way) came out to establish the issue was on his property and did not understand why it had not been detected. Homeserve due on Friday 1st March called to say they needed to cancel the appointment. No alternative time or date given. I called and they placed the appointment with another engineer. That appointment was cancelled at 5pm with no call. It was rescheduled for Saturday 2nd March. Engineer, I question this term. Turned up to the job as the issue was a backed up toilet waste pipe from the ground to the first floor. Turned up with ""no jets"" or ""hoses""!!!!!! My 84 year old dad had to give him his own personal hoses from his shed to use!!!! On a cold morning walking down 8 steps. Can you believe that! He was told work needed to be carried out by an engineer to dig out the waste pipe the one who turned up was not able to do this. Appointment was made for Saturday 9th March. Issue had not been resolved. Today 7th March at 3pm he received a call to say the appointment for Saturday 9th March had been cancelled  because the ""van"" for the area has broken down today. Just so HomeServe are aware I raised the complaint Friday 1st March and called again today 7th March. I understand appointments are cancelled for unseen reasons. However he is an 84 year old man and this shoddy work first started  January 27th. I find it appalling elderly people are treated this way. This is the first time in many years of paying he has used this ""service"" and I use that term generously. The issue is not resolved as the appointment has been rescheduled for Tuesday 12th March. I doubt any of the engineers or anyone at HomeServe would want their loved ones treated this way. I have raised the complaint again today. This is still an ongoing issue. My dad is waiting for the same issue to occur again!!!!This is a joke!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!""With cover for your homeÃ¢â‚¬â„¢s pipes, drains, toilets and tanks, you can be confident that plumbing and drainage problems wonÃ¢â‚¬â„¢t stop you in your tracks.""  ",HomeServe
"Man arrived on time, completed the tap change very quickly, cleanly and effectively. Thank you",HomeServe
The plumber turned up and sortd the leaking pipe straight away.  I was so pleased that i had this insurance.  Saved me a fortune.  Thanks Homeserve,HomeServe
When homeserve sorted out what the problem was and sent someone to deal with exterior drains the drains were unblocked efficientlyThe man was polite and did his job.He encouraged me to go indoors as it was raining so he kept me from getting soaked.He was thoughtful and helpful.,HomeServe
We had a leak under our house that was not visible.  Homeserve sent a plumber who then contacted underground specialists yo assess and repair the leak.  We would not have had any idea who to contact for this.,HomeServe
Quick and effective replacement of faulty stop cock,HomeServe
Homeserve delt with my water leak very well. They came and found the leak and fixed it with in about 2 hours very pleased with the work they did.,HomeServe
A huge thankyou to homeserve after being left in a mess by another plumbing company and being ripped off. Homeserve came on time with a very friendly engineer who was extremely knowledgeable and informative explaining what was wrong and what was needed to be done. He respected our property even putting covers on his shoes to protect our carpets. He had all parts needed on the van and the job was completed promptly and professionally and the bathroom was left spotlessly clean. He then explained exactly what had been done and said any more problems don't hesitate to call them. I don't know the engineers name as I forgot to ask but he was foreign but I can't reccomend him highly enough. Once again a huge thankyou homeserve you reduced my stress levels massively and stopped my living room ceiling dripping anymore. ,HomeServe
" Craig not only located the leak which was difficult he then devised a plan to   re-lay a whole new main into my home with minimum internal disturbance.  The re-instatement is excellent, you would find it difficult to find where they had dug.  They were always respectful of my home and ourselves.  Antony Davies was also very helpful too.",HomeServe
Setting up my Home Emergency Cover for plumbing and Drainage on line was so straight forward and quick to do. Now I have peace of mind.,HomeServe
Plumber was here on very helpful and sorted the leak very quickly ,HomeServe
When I checked with my home insurance I thought I was covered for pipes and drains outside But only covered in side so when this came through the post I signed upSo I am covered outside as well ,HomeServe
"Was initially impressed with the service, booked same day engineer came out and good communication in regards to the arranging the visit. However after being here for a total of 3 minutes declared there was nothing he could do as an installation problem (new build) with the venting then left. Contacted our developer immediately and they said very unlikely but will come and check it out. Turns out it was a blocked drain which after checking is covered with the Homeserve. If I followed his advice to get a private plumber to sort out the Ã¢â‚¬Å“venting issuesÃ¢â‚¬Â it would of cost thousands! Contacted Homeserve who still havenÃ¢â‚¬â„¢t given me a response over a week later. ",HomeServe
"Failed to turn up on 3 occasions, 2 without warning. When they did arrive on two occasions they simply failed to put the problem right. On the 3rd visit they still left work not completed. This was all done in the knowledge that the policyholder was a 95 year old woman living alone without a functioning toilet.",HomeServe
"Excellent service, we had a leak under our sink , water coming from the pipes leaving the sink The plumber can out & sorted it straight away, he changed all the pipes from the sink & small sink . Very professional & courteous, great job. Well worth having this insurance ",HomeServe
"Plumber was prompt, explained everything he was doing. Friendly & polite & cleared up after he'd finished.Excellent service. ",HomeServe
I thought I had a leak the plumber told me it was the pipe expanding through it would cost me a lot of money to fix no big bills for me thank you homeserve ,HomeServe
"Upon request for an insurance to cover plumbing utilities was offered an exceptionally competitive rate. As Homeserve ( from experience) is a reliable and professional organisation; I was delighted to accept. It was an easy , fast and efficient on line process .",HomeServe
Patrick and the second man who cane worked hard to get rid of blockage Thank you,HomeServe
Richard the engineer was absolutely amazing. He came out 4 or 5 days after the call and initially he thought he was going to have to rebook an appointment so they could find the blockage but he persevered and managed to unblock the pipe and put the sink back together. He explained everything as he went along,HomeServe
Great customer service! The plumber came out to us the next day and fixed our toilet and tap. Would recommend Homeserve to family and friends.,HomeServe
Amazing service when vulnerable people in house. Even came back & fixed over flow next day. CanÃ¢â‚¬â„¢t fault service ,HomeServe
Was sceptical but received amazing service! Had a high water bill so there must have been a leak. We checked in the house but found nothing. Call HomeServe and they came a few days later (wasnÃ¢â‚¬â„¢t an emergency).They found a leak in the driveway. Detected and repaired in a few hours.They also nothing a leak on the pavement so promptly informed the water company and they came a week later and repaired that!Will be renewing!,HomeServe
Excellent service and plumber so pleased I have these policies ,HomeServe
He both unblocked our drains and removed all the scale that had built up inside the pipe and causing the blockage. Very happy with the work he did.,HomeServe
Just taken out pipe insurance it was easy to do and current offer a no brainy,HomeServe
 Very quick and successful service.  It turned out to be a blocked toilet.,HomeServe
"I rang company came out next day they looked at said it leaking which I told you when I rang you to come out. Waiting week no phone call,email or letters, I had to ring company, complaining that I heard nothing from them to them to send someone out the next day which was very good and helpful ",HomeServe
"Sean the plumber was prompt and efficient and carried out two of our three claims.The leak from the waste pipe under the bath he said was caused by a builder moving the bath to lay a new floor, so it wasnÃ¢â‚¬â„¢t wear and tear and he couldnÃ¢â‚¬â„¢t repair it. I paid Ã‚Â£90 for 3 claims. I rang Homeserve to ask for a refund of Ã‚Â£30 for the claim that didnÃ¢â‚¬â„¢t get repaired. I was told by their agent that she would put a complaint in for me and I would get a call back and an email re the claim. IÃ¢â‚¬â„¢m still waiting.",HomeServe
"Great and efficient service, did the job within short time. My clogged toilet got fixed completely.",HomeServe
"I was very pleased with plumber, he was very skilled, problem was solved ",HomeServe
"Good appointment availability. Tap was deemed as unable to repair. I then went to buy a new kitchen tap, and appointment was available later same day to fit it. A good job ",HomeServe
"The engineer was very diligent,  patient and polite.  He sorted both the blockage and an unknown leak.",HomeServe
The guys who repaired the drain worked quickly and efficiently with minimal disruption.,HomeServe
On time very polite found the leak quick,HomeServe
Easy to arrange a visit and very professional engineer attended and dealt with leak. ,HomeServe
"Very helpful young man answered the phone & equally kind and helpful gentleman unblocked my drain & even gave the path a wash, so everywhere was left nice and clean.",HomeServe
"Excellent service. Plumber initially attended, realised it was a drainage problem, and arranged to have problem attended to. Eventually problem identified and fixed.",HomeServe
Good workers fixed the leak over three weeks could have been quicker but so far so good ,HomeServe
The engineer Mark made very short work of the mains water leak that I had at my property. I couldnÃ¢â‚¬â„¢t recommend the HomeServe team highly enough. Professional experience throughout.,HomeServe
"""Really quick service"". It was so easy to go onto the homeserve app and book an appointment for them to come out and look at our outside drain. When they arrived we were met with a friendly greeting. Our minds were put at ease with the quick and professional response from the Homeserve team member. All was sorted with no problems found. Very pleased... ",HomeServe
The engineer came out fixed the leak. 2 weeks later i had to call them back again as it was still leaking from the same joint. Both plummers were polite and considerate but it was annoying that the had to come out twice for the same leak.,HomeServe
The 1st engineer hadnÃ¢â‚¬â„¢t tightened one of the joints enough and I was left with it dripping. ,HomeServe
The last visit we had was extremely helpful and actually managed to clear and remove some debris from the waste pipe. This gentleman was so very polite and bent over backwards to solve the problem whilst being very courteous all the time. I am highly delighted with Homebase and the staff. Thank you very much.,HomeServe
"What can I say, had a leaky bath tap, booked online, came next day and changed the tap,Fantastic service I can't remember the exact date though .",HomeServe
I called HomeServe as I had a toilet that easily blocked and caused the flush to rise up to just under the level of the brim. The engineer soon sorted it out and changed the flush level.,HomeServe
"We had a cartridge replacement for our tap at the backend of 2023 which went OK for a few weeks then the tap was rotating backwards rather than being upright when shut off. A second homesite engineer came out for the  same job to correct the tap. His response was just shut off the water carefully so the tap did not rotate backwards.  We were charged a second Ã‚Â£30 and he was hardly here 5 minutes.  Therefore we cancelled Homeserve as we were not happy with the work completed as our tap is still not working as it should do, but the left hand side tap is working correctly,  it is just the right hand hot tap.",HomeServe
Homeserve are easy to contact i was sent an engineer on the same day  I was telephoned when engineer was 20 mins away The job was successfully completed and all was left tidy The engineer was polite and courteous as was the staff member who booked my call. It is having peace of mind if anything goes wrong with drains or pipes they are on hand and do all they can to help ,HomeServe
Very convenient and easy method of making an appointment when we were available.Friendly and professional plumber attended on time after liaising with us.He efficiently and quickly diagnosed where the leak was located and recommended suitable remedy from another contractor.He was very clean throughout the examination and provided the assurance we needed to allay our initial concerns.,HomeServe
"I had tried and failed 3 times to correct a leak in the bathroom. Seems i had not properly identified the source of the leak. Homeserve plumber fixed it, including installing a new springloaded plug mechanism at no charge, all made good and nicely sealed. ",HomeServe
I called about a water leak on a radiator feed pipe and cannot fault anything with the service I was given and the Engineer / Plumber (John) wasnÃ¢â‚¬â„¢t phased by anything and is a credit to your company.,HomeServe
came and fixed our leek very quickly and efficiently ,HomeServe
"The plumber came, told me he couldnÃ¢â‚¬â„¢t fix it and I still had to pay. It was an easy fix, got a real plumber and my outdoor tap was sorted in 20 mins",HomeServe
"Reported a leaking tap, plumber said it was not leaking,   Perhaps the leaking was coming from one of the pipes, so he sealed the joints, u bends etc.,  tap is still leaking, on investigating myself, found the leak was from an old repair, the sealant had become unsealed, so not very happy.   I will attempt to do the sealant myselfÃ¢â‚¬Â¦.",HomeServe
"Sharon who phoned saying when the plumber would arrive was great, as was the plumber himself. One star off because of the first person i spoke to. To be asked how was my day when i'm ankle deep in water was not a conversation i wanted to have or being told i would have to wait 2 days for a repair showed how much i was being listened too",HomeServe
Conor was a very good and determined guy. Did everything he could to fix our leak. You need more like him.,HomeServe
Very prompt response. Plumber was very good and helpful. ,HomeServe
Recently had to get someone out and the plumber was efficient and friendly.,HomeServe
Plumber came the same day and arrived on time.  He was efficient and helpful and resolved our issue.,HomeServe
"One call to Homeserve and a plumber out that afternoon. He was polite, efficient, tidy and even tolerated my nosy dog pestering him. Would highly recommend.",HomeServe
HomeServe engineer arrived on the appointed day to repair a leak on my underground water supply pipe. Tested the pipe to locate the leak then dug down and repaired it. Very good service on a miserably wet day. Recommended!,HomeServe
Quick and easy. Someone attended the following day for a non urgent matter. Plumber was bery friendly and efficient. ,HomeServe
"I had a blockage, when the representative arrived he said his van was not equipped with power flush and hopefully he could clear the blocked drain using his rods. Eventually the blockage cleared. Surely if a representative is sent to any property to clear blockages he requires tools to do the job. If the blockage could NOT be cleared I would not be a happy customer and I would not have given 4 stars probably 1 star for turning up.",HomeServe
This was urgent regarding the drains. The agent dealt in an excellent way to make sure someone came on the day. The worker who came was very understanding helpful and professional and sorted the problem out so we were very pleased.,HomeServe
"Engineers were very helpful, nothing too much trouble,fixed the problem, no more leaks",HomeServe
The first plumber turned up and said we werent covered to have the radiator replaced (which we were) so another appt had to be made 4 days later. That guy turned up and was 2.5 hours as he had to go off for an hour to buy a radiator .. why didnt the measurements get taken the first time so the 2nd time he had it?,HomeServe
Quick and easy repair to our leaking toilet cistern. Only took around ten minutes. Engineer apologised for being later than expected due to a major problem with another customer. He was pleasant and friendly and efficient. No issues at all.,HomeServe
Fast efficient booking and service. Plumber came as promised and sorted out leak. This service is very re-assuring to those of us who are elderly and vulnerable,HomeServe
"The plumbers had to come 3 times, 2,13 and 26 Feb. To unblock the pipe ,  mend the leak and unblock further this pipe",HomeServe
The plumber who came to fix my tap was honest and reliable. There were some other things he pointed out which we did after paying a further excess.,HomeServe
"I took up the offer for cover for minimal cost and have had occasion to call them out three times. They have been excellent on each occasion. The Plumbers have been friendly and efficient, I wouldnÃ¢â‚¬â„¢t hesitate to recommend HomeServe. ",HomeServe
"We called HomeServe for a blocked sewer drain and the system automatically dispatched someone the next day. A really friendly engineer did a temporary fix within a couple of hours, and then another came round the following week to do a more permanent one. Very happy with the entire experience - the least painful insurance claim I've ever done. ",HomeServe
It was easy to make the claim and book the engineers visit. Dan the engineer arrived at the time specified and was so helpful and thorough. He was here a long time locating the leak and was relentless in solving the problem. Dan is a credit to the company he works for and to Home Serve.,HomeServe
I called up as we had a leak on our driveway. It was easy to report and once I paid the excess fee an appointment was made for the next day. When they came out a drain had collapsed but it was a shared pipe so they contacted the water board and arranged for them to come out. Very pleased with their service.,HomeServe
I had a leak in bathroom toilet which was fixed satisfactorily and a other one teo weeks later. Both times the response was instant. The first one the next day. The second the same day. I can recommend Homeserve. First date 22/2/24 and  7/3/24,HomeServe
"From setting up my account, to using the app,  to booking a repair visit everything was so easy.   As for the plumber who attended my property Rob,  what can I say a real professional.   He explained everything to me fully,  kept all the mess to a minimum and then before he left checked every item and cleaned the area he was working in.  ",HomeServe
